,index,Index,HT,Score,AT,referee,HomeGoals,AwayGoals,match_report_link,Home_Poss,Away_Poss,Home_PA,Away_PA,Home_ShoT,Away_ShoT,Home_Saves,Away_Saves,HomeFouls,HomeCorners,HomeCrosses,HomeTouches,HomeTackles,HomeInterceptions,HomeAerials,HomeClearances,HomeOffsides,HomeGoalKicks,HomeThrowIns,HomeLongBalls,AwayFouls,AwayCorners,AwayCrosses,AwayTouches,AwayTackles,AwayInterceptions,AwayAerials,AwayClearances,AwayOffsides,AwayGoalKicks,AwayThrowIns,AwayLongBalls,DifferenceGoals,home_win,away_win,points_result_home,points_result_away,home_avrg_Home_Poss,last_3_home_avrg_Home_Poss,home_avrg_Home_PA,last_3_home_avrg_Home_PA,home_avrg_Home_ShoT,last_3_home_avrg_Home_ShoT,home_avrg_Home_Saves,last_3_home_avrg_Home_Saves,home_avrg_HomeFouls,last_3_home_avrg_HomeFouls,home_avrg_HomeCorners,last_3_home_avrg_HomeCorners,home_avrg_HomeCrosses,last_3_home_avrg_HomeCrosses,home_avrg_HomeTouches,last_3_home_avrg_HomeTouches,home_avrg_HomeTackles,last_3_home_avrg_HomeTackles,home_avrg_HomeInterceptions,last_3_home_avrg_HomeInterceptions,home_avrg_HomeAerials,last_3_home_avrg_HomeAerials,home_avrg_HomeClearances,last_3_home_avrg_HomeClearances,home_avrg_HomeOffsides,last_3_home_avrg_HomeOffsides,home_avrg_HomeGoalKicks,last_3_home_avrg_HomeGoalKicks,home_avrg_HomeThrowIns,last_3_home_avrg_HomeThrowIns,home_avrg_HomeLongBalls,last_3_home_avrg_HomeLongBalls,away_avrg_Away_Poss,last_3_away_avrg_Away_Poss,away_avrg_Away_PA,last_3_away_avrg_Away_PA,away_avrg_Away_ShoT,last_3_away_avrg_Away_ShoT,away_avrg_Away_Saves,last_3_away_avrg_Away_Saves,away_avrg_AwayFouls,last_3_away_avrg_AwayFouls,away_avrg_AwayCorners,last_3_away_avrg_AwayCorners,away_avrg_AwayCrosses,last_3_away_avrg_AwayCrosses,away_avrg_AwayTouches,last_3_away_avrg_AwayTouches,away_avrg_AwayTackles,last_3_away_avrg_AwayTackles,away_avrg_AwayInterceptions,last_3_away_avrg_AwayInterceptions,away_avrg_AwayAerials,last_3_away_avrg_AwayAerials,away_avrg_AwayClearances,last_3_away_avrg_AwayClearances,away_avrg_AwayOffsides,last_3_away_avrg_AwayOffsides,away_avrg_AwayGoalKicks,last_3_away_avrg_AwayGoalKicks,away_avrg_AwayThrowIns,last_3_away_avrg_AwayThrowIns,away_avrg_AwayLongBalls,last_3_away_avrg_AwayLongBalls,home_pnts_lst_5,away_pnts_lst_5,home_pnts_lst_3,away_pnts_lst_3,home_pnts_lst_game,away_pnts_lst_game,result,number_of_goals,number_of_corners
28,33,33,Avaí,1–0,Sport Recife,Wagner Reway,1,0,"https://fbref.com/en/matches/c8c03fd9/Avai-Sport-Recife-June-4-2017-Serie-A"">Match Report",0.35,0.65,0.73,0.87,0.14,0.21,0.66,0.0,26.0,2.0,16.0,505.0,21.0,31.0,10.0,13.0,0.0,9.0,13.0,54.0,25.0,5.0,12.0,778.0,15.0,21.0,12.0,6.0,1.0,7.0,27.0,49.0,1,1,0,3,0,0.38,0.38,0.71,0.71,0.17,0.17,1.0,1.0,6.0,6.0,7.0,7.0,28.0,28.0,522.0,522.0,19.0,19.0,22.0,22.0,23.0,23.0,22.0,22.0,2.0,2.0,8.0,8.0,20.0,20.0,55.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,1,1,7.0
29,34,34,Flamengo,0–0,Botafogo (RJ),Dewson Fernando Freitas da Silva,0,0,"https://fbref.com/en/matches/42868fb7/Flamengo-Botafogo-RJ-June-4-2017-Serie-A"">Match Report",0.65,0.35,0.84,0.69,0.11,0.25,1.0,1.0,19.0,11.0,37.0,613.0,17.0,14.0,12.0,11.0,0.0,4.0,15.0,33.0,19.0,2.0,10.0,427.0,17.0,10.0,12.0,30.0,4.0,11.0,21.0,47.0,0,0,0,1,1,0.42,0.42,0.77,0.77,0.27,0.27,0.25,0.25,7.0,7.0,4.0,4.0,21.0,21.0,537.0,537.0,19.0,19.0,24.0,24.0,10.0,10.0,18.0,18.0,3.0,3.0,10.0,10.0,18.0,18.0,57.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,2,0,13.0
30,35,35,Ponte Preta,1–0,São Paulo,Rodolpho Toski Marques,1,0,"https://fbref.com/en/matches/3a5d686f/Ponte-Preta-Sao-Paulo-June-4-2017-Serie-A"">Match Report",0.45,0.55,0.79,0.84,0.56,0.27,1.0,0.8,13.0,7.0,19.0,531.0,23.0,11.0,7.0,24.0,2.0,10.0,17.0,58.0,12.0,7.0,26.0,626.0,10.0,19.0,14.0,11.0,3.0,7.0,21.0,63.0,1,1,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62,0.62,0.84,0.84,0.23,0.23,0.8,0.8,13.0,13.0,5.0,5.0,32.0,32.0,760.0,760.0,13.0,13.0,15.0,15.0,13.0,13.0,22.0,22.0,0.0,0.0,2.0,2.0,30.0,30.0,71.0,71.0,,0.0,,0.0,,0.0,1,1,14.0
31,37,37,Palmeiras,0–0,Atlético Mineiro,Marcelo de Lima Henrique,0,0,"https://fbref.com/en/matches/b426ac39/Palmeiras-Atletico-Mineiro-June-4-2017-Serie-A"">Match Report",0.53,0.47,0.79,0.73,0.4,0.33,1.0,0.83,20.0,7.0,22.0,603.0,13.0,23.0,16.0,11.0,1.0,3.0,27.0,44.0,11.0,6.0,12.0,553.0,16.0,10.0,14.0,28.0,2.0,12.0,26.0,68.0,0,0,0,1,1,0.51,0.51,0.86,0.86,0.56,0.56,1.0,1.0,19.0,19.0,3.0,3.0,18.0,18.0,590.0,590.0,16.0,16.0,16.0,16.0,9.0,9.0,18.0,18.0,5.0,5.0,11.0,11.0,13.0,13.0,47.0,47.0,0.58,0.58,0.82,0.82,0.27,0.27,0.33,0.33,10.0,10.0,6.0,6.0,15.0,15.0,701.0,701.0,15.0,15.0,18.0,18.0,10.0,10.0,27.0,27.0,1.0,1.0,11.0,11.0,26.0,26.0,54.0,54.0,3.0,1.0,3.0,1.0,3.0,1.0,2,0,13.0
32,38,38,Cruzeiro,0–2,Chapecoense,Claudio Francisco Lima e Silva,0,2,"https://fbref.com/en/matches/26b5b188/Cruzeiro-Chapecoense-June-4-2017-Serie-A"">Match Report",0.61,0.39,0.83,0.76,0.38,0.5,0.6,1.0,8.0,4.0,22.0,708.0,10.0,20.0,8.0,10.0,2.0,8.0,32.0,34.0,16.0,5.0,14.0,508.0,7.0,23.0,13.0,22.0,1.0,7.0,25.0,80.0,-2,0,1,0,3,0.38,0.38,0.77,0.77,0.63,0.63,1.0,1.0,10.0,10.0,5.0,5.0,22.0,22.0,550.0,550.0,28.0,28.0,25.0,25.0,13.0,13.0,31.0,31.0,0.0,0.0,10.0,10.0,23.0,23.0,55.0,55.0,0.33,0.33,0.74,0.74,0.07,0.07,0.5,0.5,12.0,12.0,7.0,7.0,22.0,22.0,496.0,496.0,17.0,17.0,22.0,22.0,17.0,17.0,16.0,16.0,3.0,3.0,4.0,4.0,24.0,24.0,43.0,43.0,3.0,1.0,3.0,1.0,3.0,1.0,0,2,9.0
33,39,39,Bahia,3–0,Atl Goianiense,Rodrigo Batista Raposo,3,0,"https://fbref.com/en/matches/3b76e6dd/Bahia-Atletico-Goianiense-June-5-2017-Serie-A"">Match Report",0.59,0.41,0.86,0.77,0.44,0.33,1.0,0.62,21.0,7.0,21.0,677.0,17.0,12.0,20.0,10.0,6.0,4.0,18.0,46.0,27.0,4.0,15.0,518.0,26.0,12.0,14.0,16.0,4.0,9.0,18.0,51.0,3,1,0,3,0,0.4,0.4,0.81,0.81,0.37,0.37,0.6,0.6,11.0,11.0,14.0,14.0,30.0,30.0,487.0,487.0,22.0,22.0,7.0,7.0,7.0,7.0,16.0,16.0,4.0,4.0,4.0,4.0,20.0,20.0,44.0,44.0,0.4,0.4,0.77,0.77,0.53,0.53,0.42,0.42,13.0,13.0,6.0,6.0,23.0,23.0,521.0,521.0,19.0,19.0,14.0,14.0,10.0,10.0,16.0,16.0,1.0,1.0,12.0,12.0,18.0,18.0,52.0,52.0,3.0,0.0,3.0,0.0,3.0,0.0,1,3,11.0
34,40,40,Fluminense,1–1,Atl Paranaense,Igor Junior Benevenuto,1,1,"https://fbref.com/en/matches/1d03a650/Fluminense-Atletico-Paranaense-June-6-2017-Serie-A"">Match Report",0.54,0.46,0.83,0.79,0.47,0.14,0.0,0.85,19.0,10.0,35.0,568.0,18.0,15.0,18.0,11.0,1.0,4.0,24.0,40.0,16.0,4.0,16.0,528.0,8.0,9.0,11.0,30.0,1.0,10.0,20.0,54.0,0,0,0,1,1,0.47000000000000003,0.47000000000000003,0.8200000000000001,0.8200000000000001,0.455,0.455,0.605,0.605,16.5,16.5,5.0,5.0,22.5,22.5,559.5,559.5,11.5,11.5,16.0,16.0,17.5,17.5,23.0,23.0,3.5,3.5,10.0,10.0,10.5,10.5,61.0,61.0,0.5549999999999999,0.5549999999999999,0.81,0.81,0.32,0.32,0.55,0.55,11.0,11.0,4.5,4.5,16.5,16.5,628.5,628.5,13.0,13.0,13.5,13.5,16.5,16.5,22.5,22.5,3.0,3.0,8.0,8.0,22.5,22.5,46.5,46.5,6.0,0.0,6.0,0.0,3.0,0.0,2,2,14.0
35,41,41,Coritiba,1–0,Palmeiras,Braulio da Silva Machado,1,0,"https://fbref.com/en/matches/37cc4643/Coritiba-Palmeiras-June-7-2017-Serie-A"">Match Report",0.44,0.56,0.74,0.79,0.6,0.38,0.8,0.66,14.0,2.0,17.0,532.0,12.0,23.0,13.0,23.0,7.0,9.0,26.0,59.0,17.0,8.0,27.0,617.0,17.0,21.0,17.0,17.0,1.0,4.0,31.0,56.0,1,1,0,3,0,0.55,0.55,0.7949999999999999,0.7949999999999999,0.445,0.445,0.94,0.94,16.0,16.0,6.0,6.0,19.5,19.5,624.0,624.0,20.0,20.0,17.0,17.0,11.5,11.5,20.5,20.5,1.0,1.0,9.0,9.0,13.5,13.5,59.0,59.0,0.5900000000000001,0.5900000000000001,0.8049999999999999,0.8049999999999999,0.135,0.135,0.675,0.675,14.5,14.5,3.5,3.5,11.5,11.5,663.0,663.0,18.5,18.5,16.5,16.5,10.0,10.0,14.5,14.5,2.0,2.0,4.5,4.5,21.5,21.5,52.0,52.0,6.0,0.0,6.0,0.0,3.0,0.0,1,1,10.0
36,42,42,Atlético Mineiro,1–0,Avaí,Bruno Arleu de Araujo,1,0,"https://fbref.com/en/matches/20e666d3/Atletico-Mineiro-Avai-June-7-2017-Serie-A"">Match Report",0.54,0.46,0.85,0.79,0.67,0.31,0.75,0.75,20.0,2.0,18.0,656.0,21.0,25.0,13.0,24.0,4.0,12.0,19.0,60.0,10.0,10.0,26.0,590.0,18.0,21.0,9.0,11.0,4.0,4.0,26.0,58.0,1,1,0,3,0,0.635,0.635,0.8400000000000001,0.8400000000000001,0.43,0.43,0.6,0.6,17.0,17.0,9.0,9.0,40.0,40.0,699.0,699.0,17.0,17.0,14.5,14.5,12.5,12.5,10.5,10.5,2.5,2.5,7.0,7.0,21.5,21.5,58.5,58.5,0.43,0.43,0.78,0.78,0.27,0.27,0.5,0.5,11.0,11.0,0.0,0.0,13.0,13.0,557.0,557.0,15.0,15.0,16.0,16.0,9.0,9.0,16.0,16.0,0.0,0.0,13.0,13.0,25.0,25.0,44.0,44.0,1.0,0.0,1.0,0.0,1.0,0.0,1,1,12.0
37,43,43,Santos,1–0,Botafogo (RJ),Jailson Macêdo Freitas,1,0,"https://fbref.com/en/matches/32d2d03d/Santos-Botafogo-RJ-June-7-2017-Serie-A"">Match Report",0.61,0.39,0.86,0.79,0.38,0.25,1.0,0.66,13.0,7.0,24.0,745.0,6.0,15.0,5.0,12.0,2.0,8.0,22.0,59.0,9.0,2.0,24.0,540.0,18.0,18.0,25.0,23.0,2.0,9.0,28.0,47.0,1,1,0,3,0,0.505,0.505,0.815,0.815,0.255,0.255,0.75,0.75,16.0,16.0,6.0,6.0,19.5,19.5,609.0,609.0,17.0,17.0,11.5,11.5,11.5,11.5,24.5,24.5,1.0,1.0,11.0,11.0,18.0,18.0,45.5,45.5,0.35,0.35,0.69,0.69,0.25,0.25,1.0,1.0,19.0,19.0,2.0,2.0,10.0,10.0,427.0,427.0,17.0,17.0,10.0,10.0,12.0,12.0,30.0,30.0,4.0,4.0,11.0,11.0,21.0,21.0,47.0,47.0,3.0,1.0,3.0,1.0,0.0,1.0,1,1,9.0
38,44,44,Sport Recife,2–0,Flamengo,Anderson Daronco,2,0,"https://fbref.com/en/matches/277ccf36/Sport-Recife-Flamengo-June-7-2017-Serie-A"">Match Report",0.39,0.61,0.73,0.8,0.31,0.44,1.0,0.5,17.0,3.0,12.0,496.0,18.0,21.0,7.0,18.0,1.0,6.0,25.0,43.0,16.0,8.0,20.0,672.0,21.0,14.0,10.0,10.0,2.0,8.0,31.0,52.0,2,1,0,3,0,0.555,0.555,0.8,0.8,0.53,0.53,0.65,0.65,20.5,20.5,8.5,8.5,25.0,25.0,629.5,629.5,15.5,15.5,25.0,25.0,15.0,15.0,18.5,18.5,0.5,0.5,9.0,9.0,17.0,17.0,39.5,39.5,0.56,0.56,0.9,0.9,0.29,0.29,0.83,0.83,12.0,12.0,5.0,5.0,26.0,26.0,740.0,740.0,14.0,14.0,20.0,20.0,10.0,10.0,12.0,12.0,0.0,0.0,6.0,6.0,21.0,21.0,53.0,53.0,4.0,1.0,4.0,1.0,3.0,1.0,1,2,11.0
39,45,45,Vasco da Gama,2–5,Corinthians,Wagner Reway,2,5,"https://fbref.com/en/matches/70225d42/Vasco-da-Gama-Corinthians-June-7-2017-Serie-A"">Match Report",0.57,0.43,0.85,0.79,0.33,0.6,0.16,0.77,10.0,14.0,44.0,641.0,15.0,9.0,18.0,7.0,2.0,2.0,18.0,57.0,14.0,1.0,10.0,530.0,7.0,9.0,10.0,48.0,3.0,15.0,12.0,65.0,-3,0,1,0,3,0.51,0.51,0.765,0.765,0.51,0.51,0.66,0.66,11.5,11.5,6.5,6.5,25.0,25.0,561.5,561.5,26.5,26.5,12.5,12.5,17.0,17.0,16.5,16.5,3.0,3.0,10.0,10.0,28.5,28.5,51.0,51.0,0.525,0.525,0.825,0.825,0.44999999999999996,0.44999999999999996,1.0,1.0,8.5,8.5,6.5,6.5,20.5,20.5,649.5,649.5,16.0,16.0,12.0,12.0,14.0,14.0,22.0,22.0,3.5,3.5,11.5,11.5,23.0,23.0,50.0,50.0,6.0,6.0,6.0,6.0,3.0,3.0,0,7,15.0
40,46,46,São Paulo,2–0,Vitória,Rafael Traci,2,0,"https://fbref.com/en/matches/5dd02b82/Sao-Paulo-Vitoria-June-8-2017-Serie-A"">Match Report",0.51,0.49,0.8,0.79,0.5,0.27,0.66,0.77,14.0,10.0,30.0,567.0,15.0,10.0,28.0,27.0,1.0,10.0,21.0,59.0,18.0,6.0,17.0,553.0,9.0,16.0,17.0,28.0,1.0,12.0,26.0,60.0,2,1,0,3,0,0.37,0.37,0.82,0.82,0.63,0.63,1.0,1.0,13.0,13.0,9.0,9.0,19.0,19.0,484.0,484.0,16.0,16.0,7.0,7.0,11.0,11.0,18.0,18.0,1.0,1.0,12.0,12.0,10.0,10.0,49.0,49.0,0.535,0.535,0.765,0.765,0.185,0.185,0.8300000000000001,0.8300000000000001,18.5,18.5,3.0,3.0,11.5,11.5,642.0,642.0,8.0,8.0,21.0,21.0,19.0,19.0,17.5,17.5,1.0,1.0,11.5,11.5,25.5,25.5,76.5,76.5,3.0,1.0,3.0,1.0,3.0,0.0,1,2,16.0
41,47,47,Atl Goianiense,3–0,Ponte Preta,Pericles Bassols Pegado Cortez,3,0,"https://fbref.com/en/matches/22e41964/Atletico-Goianiense-Ponte-Preta-June-8-2017-Serie-A"">Match Report",0.37,0.63,0.72,0.85,0.54,0.4,1.0,0.57,20.0,8.0,24.0,482.0,15.0,16.0,13.0,15.0,4.0,11.0,19.0,66.0,9.0,3.0,27.0,734.0,14.0,15.0,13.0,20.0,0.0,5.0,29.0,49.0,3,1,0,3,0,0.48,0.48,0.81,0.81,0.36,0.36,0.87,0.87,23.0,23.0,5.0,5.0,22.0,22.0,598.0,598.0,19.0,19.0,11.0,11.0,17.0,17.0,17.0,17.0,5.0,5.0,5.0,5.0,21.0,21.0,56.0,56.0,0.46499999999999997,0.46499999999999997,0.81,0.81,0.3,0.3,0.685,0.685,13.0,13.0,6.0,6.0,23.5,23.5,653.0,653.0,13.0,13.0,11.5,11.5,7.5,7.5,25.5,25.5,1.0,1.0,4.0,4.0,17.5,17.5,51.5,51.5,0.0,1.0,0.0,1.0,0.0,1.0,1,3,11.0
42,48,48,Chapecoense,3–6,Grêmio,Rodolpho Toski Marques,3,6,"https://fbref.com/en/matches/4437f2d4/Chapecoense-Gremio-June-8-2017-Serie-A"">Match Report",0.48,0.52,0.77,0.78,0.39,0.7,0.14,0.42,22.0,5.0,24.0,530.0,13.0,11.0,19.0,1.0,0.0,6.0,30.0,51.0,9.0,1.0,5.0,591.0,20.0,14.0,12.0,24.0,2.0,12.0,18.0,56.0,-3,0,1,0,3,0.51,0.51,0.77,0.77,0.27,0.27,1.0,1.0,16.0,16.0,4.5,4.5,16.5,16.5,606.5,606.5,20.0,20.0,21.0,21.0,18.5,18.5,18.0,18.0,2.0,2.0,6.0,6.0,26.0,26.0,61.0,61.0,0.365,0.365,0.76,0.76,0.585,0.585,0.8,0.8,14.5,14.5,4.5,4.5,17.0,17.0,494.5,494.5,20.0,20.0,15.0,15.0,10.0,10.0,25.5,25.5,2.5,2.5,10.0,10.0,18.5,18.5,49.0,49.0,6.0,3.0,6.0,3.0,3.0,0.0,0,9,6.0
43,49,49,Bahia,1–0,Cruzeiro,Wagner do Nascimento Magalhaes,1,0,"https://fbref.com/en/matches/6f36b8ff/Bahia-Cruzeiro-June-8-2017-Serie-A"">Match Report",0.59,0.41,0.87,0.75,0.26,0.33,0.75,0.8,18.0,5.0,12.0,717.0,11.0,18.0,10.0,17.0,0.0,4.0,13.0,57.0,12.0,6.0,19.0,537.0,18.0,18.0,7.0,11.0,1.0,10.0,29.0,53.0,1,1,0,3,0,0.495,0.495,0.835,0.835,0.405,0.405,0.8,0.8,16.0,16.0,10.5,10.5,25.5,25.5,582.0,582.0,19.5,19.5,9.5,9.5,13.5,13.5,13.0,13.0,5.0,5.0,4.0,4.0,19.0,19.0,45.0,45.0,0.51,0.51,0.81,0.81,0.215,0.215,0.9,0.9,14.0,14.0,6.5,6.5,18.5,18.5,626.0,626.0,20.5,20.5,15.0,15.0,16.0,16.0,22.0,22.0,1.0,1.0,9.0,9.0,19.5,19.5,49.0,49.0,6.0,4.0,6.0,4.0,3.0,3.0,1,1,11.0
44,50,50,Palmeiras,3–1,Fluminense,André Luiz de Freitas Castro,3,1,"https://fbref.com/en/matches/81911aa7/Palmeiras-Fluminense-June-10-2017-Serie-A"">Match Report",0.56,0.44,0.79,0.77,0.38,0.3,0.66,0.5,24.0,6.0,14.0,612.0,20.0,16.0,15.0,21.0,3.0,8.0,23.0,54.0,19.0,3.0,17.0,518.0,14.0,17.0,13.0,20.0,1.0,9.0,19.0,59.0,2,1,0,3,0,0.52,0.52,0.825,0.825,0.48000000000000004,0.48000000000000004,1.0,1.0,19.5,19.5,5.0,5.0,20.0,20.0,596.5,596.5,14.5,14.5,19.5,19.5,12.5,12.5,14.5,14.5,3.0,3.0,7.0,7.0,20.0,20.0,45.5,45.5,0.49,0.49,0.77,0.77,0.41500000000000004,0.41500000000000004,0.615,0.615,17.0,17.0,6.0,6.0,13.5,13.5,550.0,550.0,10.5,10.5,15.0,15.0,13.0,13.0,30.5,30.5,2.5,2.5,11.0,11.0,20.0,20.0,64.0,64.0,4.0,3.0,4.0,3.0,1.0,0.0,1,4,9.0
45,51,51,Vasco da Gama,2–1,Sport Recife,Caio Max Augusto Vieira,2,1,"https://fbref.com/en/matches/f08181a4/Vasco-da-Gama-Sport-Recife-June-10-2017-Serie-A"">Match Report",0.49,0.51,0.81,0.81,0.33,0.38,0.66,0.5,15.0,3.0,17.0,562.0,16.0,12.0,10.0,19.0,2.0,7.0,25.0,61.0,19.0,3.0,16.0,578.0,26.0,18.0,10.0,18.0,2.0,8.0,26.0,43.0,1,1,0,3,0,0.5299999999999999,0.5299999999999999,0.7933333333333333,0.7933333333333333,0.45,0.45,0.49333333333333335,0.49333333333333335,11.0,11.0,9.0,9.0,31.333333333333332,31.333333333333332,588.0,588.0,22.666666666666668,22.666666666666668,11.333333333333334,11.333333333333334,17.333333333333332,17.333333333333332,13.333333333333334,13.333333333333334,2.6666666666666665,2.6666666666666665,7.333333333333333,7.333333333333333,25.0,25.0,53.0,53.0,0.65,0.65,0.87,0.87,0.21,0.21,0.0,0.0,25.0,25.0,5.0,5.0,12.0,12.0,778.0,778.0,15.0,15.0,21.0,21.0,12.0,12.0,6.0,6.0,1.0,1.0,7.0,7.0,27.0,27.0,49.0,49.0,6.0,0.0,6.0,0.0,0.0,0.0,1,3,6.0
46,52,52,Botafogo (RJ),2–2,Coritiba,Flavio Rodrigues De Souza,2,2,"https://fbref.com/en/matches/e9214056/Botafogo-RJ-Coritiba-June-11-2017-Serie-A"">Match Report",0.53,0.47,0.8,0.77,0.46,0.5,0.5,0.66,14.0,5.0,27.0,608.0,21.0,18.0,16.0,15.0,1.0,7.0,20.0,56.0,28.0,5.0,21.0,562.0,19.0,24.0,18.0,23.0,1.0,9.0,26.0,51.0,0,0,0,1,1,0.44,0.44,0.7949999999999999,0.7949999999999999,0.47500000000000003,0.47500000000000003,0.935,0.935,17.5,17.5,1.5,1.5,15.0,15.0,595.0,595.0,22.0,22.0,15.5,15.5,10.5,10.5,19.5,19.5,1.0,1.0,8.0,8.0,15.0,15.0,60.0,60.0,0.505,0.505,0.78,0.78,0.49,0.49,0.8300000000000001,0.8300000000000001,16.5,16.5,5.0,5.0,15.5,15.5,564.0,564.0,9.5,9.5,15.0,15.0,16.5,16.5,23.0,23.0,3.0,3.0,7.5,7.5,20.5,20.5,50.5,50.5,6.0,3.0,6.0,3.0,3.0,3.0,2,4,10.0
47,53,53,Vitória,2–0,Atlético Mineiro,Raphael Claus,2,0,"https://fbref.com/en/matches/a2fe58fd/Vitoria-Atletico-Mineiro-June-11-2017-Serie-A"">Match Report",0.42,0.58,0.68,0.79,0.5,0.11,1.0,0.33,20.0,4.0,16.0,551.0,18.0,22.0,15.0,17.0,2.0,13.0,28.0,70.0,7.0,4.0,18.0,695.0,23.0,24.0,27.0,19.0,1.0,6.0,26.0,46.0,2,1,0,3,0,0.495,0.495,0.8,0.8,0.24,0.24,0.75,0.75,16.0,16.0,6.0,6.0,27.5,27.5,577.0,577.0,16.0,16.0,18.0,18.0,17.5,17.5,15.5,15.5,3.5,3.5,7.0,7.0,22.0,22.0,68.5,68.5,0.5249999999999999,0.5249999999999999,0.7749999999999999,0.7749999999999999,0.30000000000000004,0.30000000000000004,0.58,0.58,10.5,10.5,6.0,6.0,13.5,13.5,627.0,627.0,15.5,15.5,14.0,14.0,12.0,12.0,27.5,27.5,1.5,1.5,11.5,11.5,26.0,26.0,61.0,61.0,0.0,2.0,0.0,2.0,0.0,1.0,1,2,8.0
48,54,54,Corinthians,3–2,São Paulo,Ricardo Marques Ribeiro,3,2,"https://fbref.com/en/matches/4f24bcef/Classico-Majestoso-Corinthians-Sao-Paulo-June-11-2017-Serie-A"">Match Report",0.55,0.45,0.84,0.79,0.55,0.33,0.5,0.5,11.0,3.0,15.0,686.0,15.0,12.0,10.0,30.0,2.0,8.0,24.0,62.0,15.0,0.0,27.0,575.0,17.0,12.0,15.0,15.0,1.0,8.0,29.0,49.0,1,1,0,3,0,0.67,0.67,0.84,0.84,0.4,0.4,0.0,0.0,10.0,10.0,1.0,1.0,15.0,15.0,810.0,810.0,19.0,19.0,9.0,9.0,14.0,14.0,12.0,12.0,1.0,1.0,10.0,10.0,25.0,25.0,54.0,54.0,0.585,0.585,0.84,0.84,0.25,0.25,0.8,0.8,12.5,12.5,6.0,6.0,29.0,29.0,693.0,693.0,11.5,11.5,17.0,17.0,13.5,13.5,16.5,16.5,1.5,1.5,4.5,4.5,25.5,25.5,67.0,67.0,1.0,0.0,1.0,0.0,1.0,0.0,1,5,3.0
49,55,55,Avaí,1–1,Flamengo,Paulo Henrique Schleinch Vollkopf,1,1,"https://fbref.com/en/matches/6e1ee36f/Avai-Flamengo-June-11-2017-Serie-A"">Match Report",0.39,0.61,0.72,0.79,0.08,0.33,0.66,0.0,17.0,4.0,18.0,530.0,11.0,34.0,15.0,17.0,1.0,8.0,17.0,55.0,18.0,9.0,21.0,699.0,12.0,14.0,14.0,22.0,2.0,8.0,12.0,55.0,0,0,0,1,1,0.365,0.365,0.72,0.72,0.15500000000000003,0.15500000000000003,0.8300000000000001,0.8300000000000001,16.0,16.0,4.5,4.5,22.0,22.0,513.5,513.5,20.0,20.0,26.5,26.5,16.5,16.5,17.5,17.5,1.0,1.0,8.5,8.5,16.5,16.5,54.5,54.5,0.585,0.585,0.8500000000000001,0.8500000000000001,0.365,0.365,0.665,0.665,14.0,14.0,6.5,6.5,23.0,23.0,706.0,706.0,17.5,17.5,17.0,17.0,10.0,10.0,11.0,11.0,1.0,1.0,7.0,7.0,26.0,26.0,52.5,52.5,4.0,1.0,4.0,1.0,3.0,0.0,2,2,13.0
50,56,56,Ponte Preta,3–2,Chapecoense,Dewson Fernando Freitas da Silva,3,2,"https://fbref.com/en/matches/5f9a6fe7/Ponte-Preta-Chapecoense-June-11-2017-Serie-A"">Match Report",0.35,0.65,0.66,0.79,0.6,0.41,0.57,0.0,8.0,1.0,6.0,453.0,16.0,21.0,17.0,33.0,3.0,10.0,20.0,71.0,22.0,6.0,31.0,629.0,9.0,11.0,15.0,6.0,2.0,6.0,37.0,64.0,1,1,0,3,0,0.45,0.45,0.79,0.79,0.56,0.56,1.0,1.0,13.0,13.0,7.0,7.0,19.0,19.0,531.0,531.0,23.0,23.0,11.0,11.0,7.0,7.0,24.0,24.0,2.0,2.0,10.0,10.0,17.0,17.0,58.0,58.0,0.36,0.36,0.75,0.75,0.28500000000000003,0.28500000000000003,0.75,0.75,14.0,14.0,6.0,6.0,18.0,18.0,502.0,502.0,12.0,12.0,22.5,22.5,15.0,15.0,19.0,19.0,2.0,2.0,5.5,5.5,24.5,24.5,61.5,61.5,3.0,4.0,3.0,4.0,3.0,3.0,1,5,7.0
51,57,57,Cruzeiro,2–0,Atl Goianiense,Joao Batista de Arruda,2,0,"https://fbref.com/en/matches/e15197e9/Cruzeiro-Atletico-Goianiense-June-11-2017-Serie-A"">Match Report",0.7,0.3,0.85,0.66,0.47,0.5,1.0,0.77,11.0,7.0,24.0,810.0,12.0,15.0,25.0,10.0,1.0,3.0,26.0,53.0,21.0,2.0,14.0,433.0,8.0,21.0,16.0,25.0,1.0,11.0,17.0,60.0,2,1,0,3,0,0.495,0.495,0.8,0.8,0.505,0.505,0.8,0.8,9.0,9.0,4.5,4.5,22.0,22.0,629.0,629.0,19.0,19.0,22.5,22.5,10.5,10.5,20.5,20.5,1.0,1.0,9.0,9.0,27.5,27.5,44.5,44.5,0.405,0.405,0.77,0.77,0.43000000000000005,0.43000000000000005,0.52,0.52,20.0,20.0,5.0,5.0,19.0,19.0,519.5,519.5,22.5,22.5,13.0,13.0,12.0,12.0,16.0,16.0,2.5,2.5,10.5,10.5,18.0,18.0,51.5,51.5,3.0,0.0,3.0,0.0,0.0,0.0,1,2,9.0
