,index,Index,HT,Score,AT,referee,HomeGoals,AwayGoals,match_report_link,Home_Poss,Away_Poss,Home_PA,Away_PA,Home_ShoT,Away_ShoT,Home_Saves,Away_Saves,HomeFouls,HomeCorners,HomeCrosses,HomeTouches,HomeTackles,HomeInterceptions,HomeAerials,HomeClearances,HomeOffsides,HomeGoalKicks,HomeThrowIns,HomeLongBalls,AwayFouls,AwayCorners,AwayCrosses,AwayTouches,AwayTackles,AwayInterceptions,AwayAerials,AwayClearances,AwayOffsides,AwayGoalKicks,AwayThrowIns,AwayLongBalls,DifferenceGoals,home_win,away_win,points_result_home,points_result_away,home_avrg_Home_Poss,last_3_home_avrg_Home_Poss,home_avrg_Home_PA,last_3_home_avrg_Home_PA,home_avrg_Home_ShoT,last_3_home_avrg_Home_ShoT,home_avrg_Home_Saves,last_3_home_avrg_Home_Saves,home_avrg_HomeFouls,last_3_home_avrg_HomeFouls,home_avrg_HomeCorners,last_3_home_avrg_HomeCorners,home_avrg_HomeCrosses,last_3_home_avrg_HomeCrosses,home_avrg_HomeTouches,last_3_home_avrg_HomeTouches,home_avrg_HomeTackles,last_3_home_avrg_HomeTackles,home_avrg_HomeInterceptions,last_3_home_avrg_HomeInterceptions,home_avrg_HomeAerials,last_3_home_avrg_HomeAerials,home_avrg_HomeClearances,last_3_home_avrg_HomeClearances,home_avrg_HomeOffsides,last_3_home_avrg_HomeOffsides,home_avrg_HomeGoalKicks,last_3_home_avrg_HomeGoalKicks,home_avrg_HomeThrowIns,last_3_home_avrg_HomeThrowIns,home_avrg_HomeLongBalls,last_3_home_avrg_HomeLongBalls,away_avrg_Away_Poss,last_3_away_avrg_Away_Poss,away_avrg_Away_PA,last_3_away_avrg_Away_PA,away_avrg_Away_ShoT,last_3_away_avrg_Away_ShoT,away_avrg_Away_Saves,last_3_away_avrg_Away_Saves,away_avrg_AwayFouls,last_3_away_avrg_AwayFouls,away_avrg_AwayCorners,last_3_away_avrg_AwayCorners,away_avrg_AwayCrosses,last_3_away_avrg_AwayCrosses,away_avrg_AwayTouches,last_3_away_avrg_AwayTouches,away_avrg_AwayTackles,last_3_away_avrg_AwayTackles,away_avrg_AwayInterceptions,last_3_away_avrg_AwayInterceptions,away_avrg_AwayAerials,last_3_away_avrg_AwayAerials,away_avrg_AwayClearances,last_3_away_avrg_AwayClearances,away_avrg_AwayOffsides,last_3_away_avrg_AwayOffsides,away_avrg_AwayGoalKicks,last_3_away_avrg_AwayGoalKicks,away_avrg_AwayThrowIns,last_3_away_avrg_AwayThrowIns,away_avrg_AwayLongBalls,last_3_away_avrg_AwayLongBalls,home_pnts_lst_5,away_pnts_lst_5,home_pnts_lst_3,away_pnts_lst_3,home_pnts_lst_game,away_pnts_lst_game,result,number_of_goals,number_of_corners
1125,1191,1191,São Paulo,2–1,Corinthians,Flavio Rodrigues De Souza,2,1,"https://fbref.com/en/matches/7acb3cf7/Classico-Majestoso-Sao-Paulo-Corinthians-August-30-2020-Serie-A"">Match Report",0.54,0.47,0.86,0.78,0.36,0.71,0.8,0.6,16.0,7.0,25.0,628.0,9.0,9.0,11.0,7.0,2.0,6.0,19.0,53.0,22.0,4.0,11.0,537.0,20.0,10.0,14.0,21.0,1.0,10.0,16.0,50.0,1,1,0,3,0,0.5266071428571428,0.59,0.8223214285714285,0.8866666666666667,0.3603571428571429,0.26333333333333336,0.7324999999999999,0.7833333333333333,16.160714285714285,14.333333333333334,6.071428571428571,4.666666666666667,22.5,26.666666666666668,633.6785714285714,752.0,16.696428571428573,13.666666666666666,11.803571428571429,11.0,17.160714285714285,11.333333333333334,17.696428571428573,12.333333333333334,1.6964285714285714,3.6666666666666665,6.732142857142857,6.333333333333333,22.089285714285715,21.333333333333332,46.732142857142854,52.333333333333336,0.5232142857142857,0.54,0.8307142857142856,0.8366666666666666,0.3541071428571429,0.42333333333333334,0.7507142857142857,0.86,13.303571428571429,13.0,4.25,5.0,16.946428571428573,18.0,637.9642857142857,687.6666666666666,14.732142857142858,15.0,10.946428571428571,11.666666666666666,17.107142857142858,15.333333333333334,23.571428571428573,25.333333333333332,1.3571428571428572,0.3333333333333333,10.392857142857142,10.666666666666666,20.964285714285715,13.0,53.57142857142857,53.0,13.0,4.0,7.0,4.0,3.0,1.0,1,3,11.0
1126,1192,1192,Santos,0–1,Flamengo,Wilton Sampaio,0,1,"https://fbref.com/en/matches/c2c26db3/Santos-Flamengo-August-30-2020-Serie-A"">Match Report",0.52,0.48,0.85,0.8,0.23,0.6,0.83,1.0,14.0,9.0,20.0,619.0,14.0,17.0,5.0,4.0,5.0,5.0,19.0,44.0,26.0,2.0,8.0,564.0,15.0,15.0,13.0,16.0,1.0,11.0,17.0,57.0,-1,0,1,0,3,0.5432142857142858,0.46,0.8392857142857143,0.8033333333333333,0.3705357142857143,0.44333333333333336,0.7771428571428572,0.7766666666666667,14.0,10.333333333333334,6.910714285714286,3.0,22.892857142857142,15.666666666666666,660.0714285714286,562.0,16.214285714285715,18.0,13.642857142857142,15.0,14.589285714285714,11.333333333333334,18.589285714285715,19.0,2.0,2.6666666666666665,7.232142857142857,8.333333333333334,21.392857142857142,21.0,47.232142857142854,60.666666666666664,0.5645614035087719,0.6033333333333334,0.8342105263157894,0.8666666666666667,0.3692982456140351,0.34,0.6836842105263158,0.69,14.701754385964913,16.666666666666668,6.035087719298246,5.0,20.859649122807017,18.666666666666668,657.859649122807,660.3333333333334,17.473684210526315,15.666666666666666,11.280701754385966,10.333333333333334,15.403508771929825,13.0,19.68421052631579,14.0,1.3859649122807018,0.6666666666666666,7.842105263157895,6.666666666666667,22.0,19.333333333333332,47.91228070175438,39.666666666666664,11.0,9.0,7.0,3.0,3.0,3.0,0,1,11.0
1127,1193,1193,Coritiba,1–0,Sport Recife,Raphael Claus,1,0,"https://fbref.com/en/matches/10885b14/Coritiba-Sport-Recife-August-30-2020-Serie-A"">Match Report",0.58,0.42,0.86,0.79,0.23,0.29,0.5,0.66,14.0,5.0,16.0,731.0,20.0,7.0,20.0,18.0,0.0,12.0,17.0,68.0,19.0,2.0,24.0,555.0,20.0,16.0,10.0,12.0,1.0,5.0,24.0,61.0,1,1,0,3,0,0.49368421052631584,0.34,0.7699999999999999,0.7466666666666667,0.358421052631579,0.3866666666666667,0.6952631578947369,0.75,16.31578947368421,20.333333333333332,5.052631578947368,4.0,21.473684210526315,17.0,563.2631578947369,425.3333333333333,17.210526315789473,17.333333333333332,14.631578947368421,11.333333333333334,14.526315789473685,10.666666666666666,24.94736842105263,24.333333333333332,2.210526315789474,0.6666666666666666,8.421052631578947,7.333333333333333,24.210526315789473,20.0,57.473684210526315,51.0,0.48162162162162153,0.5100000000000001,0.7816216216216215,0.77,0.342972972972973,0.25,0.591891891891892,0.8033333333333333,16.10810810810811,17.666666666666668,4.324324324324325,7.333333333333333,18.054054054054053,23.666666666666668,606.2702702702703,574.6666666666666,17.405405405405407,13.333333333333334,16.35135135135135,12.333333333333334,15.972972972972974,17.333333333333332,22.405405405405407,19.666666666666668,1.9189189189189189,2.3333333333333335,8.837837837837839,8.666666666666666,22.2972972972973,24.333333333333332,55.945945945945944,49.333333333333336,7.0,5.0,3.0,2.0,0.0,1.0,1,1,7.0
1128,1194,1194,Atl Goianiense,0–2,Ceará,Igor Junior Benevenuto,0,2,"https://fbref.com/en/matches/7d4a03dd/Atletico-Goianiense-Ceara-August-30-2020-Serie-A"">Match Report",0.54,0.46,0.8,0.73,0.29,0.4,0.5,1.0,16.0,4.0,18.0,562.0,14.0,13.0,17.0,14.0,1.0,6.0,33.0,53.0,11.0,4.0,17.0,503.0,21.0,11.0,18.0,21.0,2.0,12.0,26.0,68.0,-2,0,1,0,3,0.45500000000000007,0.35000000000000003,0.788,0.7266666666666667,0.3195,0.42,0.6555000000000001,0.79,17.6,14.666666666666666,5.55,6.333333333333333,26.6,19.333333333333332,567.95,446.3333333333333,14.5,11.666666666666666,13.0,15.666666666666666,13.55,14.0,18.3,30.666666666666668,1.75,1.3333333333333333,8.25,9.333333333333334,20.9,12.0,53.15,47.0,0.442051282051282,0.5233333333333334,0.7835897435897438,0.8066666666666666,0.3535897435897436,0.4033333333333334,0.6687179487179488,0.3333333333333333,14.538461538461538,12.333333333333334,4.538461538461538,2.3333333333333335,15.743589743589743,11.0,543.5897435897435,364.0,15.923076923076923,10.333333333333334,10.205128205128204,5.0,17.153846153846153,9.666666666666666,26.46153846153846,12.333333333333334,1.4615384615384615,1.0,10.205128205128204,8.666666666666666,19.846153846153847,14.333333333333334,53.61538461538461,39.333333333333336,9.0,1.0,5.0,1.0,1.0,0.0,0,2,8.0
1129,1196,1196,Goiás,1–2,Corinthians,Jose Mendonca da Silva Junior,1,2,"https://fbref.com/en/matches/b590bed3/Goias-Corinthians-September-2-2020-Serie-A"">Match Report",0.46,0.54,0.85,0.87,0.27,0.36,0.75,1.0,16.0,3.0,15.0,632.0,18.0,14.0,9.0,22.0,1.0,9.0,22.0,66.0,12.0,6.0,29.0,697.0,15.0,8.0,13.0,18.0,0.0,6.0,21.0,55.0,-1,0,1,0,3,0.41550000000000004,0.42,0.7725,0.7566666666666667,0.31050000000000005,0.34,0.7145,0.5533333333333333,16.05,21.0,4.55,4.0,20.9,18.0,501.6,504.6666666666667,15.85,22.0,10.9,16.0,16.05,18.666666666666668,19.5,17.333333333333332,1.9,3.0,7.4,7.0,20.55,21.333333333333332,55.35,57.333333333333336,0.522280701754386,0.48333333333333334,0.8298245614035087,0.8066666666666666,0.3603508771929825,0.6066666666666666,0.7480701754385966,0.7266666666666667,13.456140350877194,15.666666666666666,4.245614035087719,4.333333333333333,16.842105263157894,11.333333333333334,636.1929824561404,640.3333333333334,14.824561403508772,18.666666666666668,10.929824561403509,13.666666666666666,17.05263157894737,12.333333333333334,23.526315789473685,23.666666666666668,1.3508771929824561,0.6666666666666666,10.385964912280702,10.666666666666666,20.87719298245614,13.666666666666666,53.50877192982456,55.666666666666664,9.0,4.0,6.0,1.0,3.0,0.0,0,3,9.0
1130,1197,1197,Fluminense,1–1,Atl Goianiense,Marielson Alves Silva,1,1,"https://fbref.com/en/matches/8236c867/Fluminense-Atletico-Goianiense-September-2-2020-Serie-A"">Match Report",0.43,0.57,0.78,0.85,0.36,0.18,0.66,0.75,14.0,2.0,10.0,543.0,15.0,12.0,10.0,17.0,0.0,16.0,17.0,61.0,16.0,9.0,30.0,672.0,19.0,9.0,17.0,12.0,1.0,7.0,26.0,42.0,0,0,0,1,1,0.5357894736842105,0.47333333333333333,0.835438596491228,0.8166666666666665,0.3249122807017544,0.3499999999999999,0.7114035087719298,0.36000000000000004,15.035087719298245,17.333333333333332,5.368421052631579,2.0,20.912280701754387,10.0,653.9473684210526,602.3333333333334,15.56140350877193,13.333333333333334,12.298245614035087,13.666666666666666,15.859649122807017,12.666666666666666,18.31578947368421,12.333333333333334,1.543859649122807,1.6666666666666667,7.421052631578948,7.0,19.228070175438596,20.666666666666668,47.40350877192982,49.666666666666664,0.42523809523809525,0.5299999999999999,0.7547619047619047,0.7899999999999999,0.3352380952380952,0.21333333333333335,0.6357142857142858,0.3833333333333333,18.476190476190474,17.333333333333332,4.333333333333333,7.0,18.523809523809526,20.666666666666668,550.2857142857143,637.3333333333334,15.476190476190476,15.333333333333334,15.952380952380953,13.0,14.714285714285714,18.0,22.095238095238095,12.333333333333334,1.9523809523809523,1.3333333333333333,9.523809523809524,6.666666666666667,22.333333333333332,25.666666666666668,52.61904761904762,49.0,11.0,4.0,7.0,1.0,3.0,0.0,2,2,11.0
1131,1198,1198,Bahia,3–5,Flamengo,Savio Pereira,3,5,"https://fbref.com/en/matches/02951d5e/Bahia-Flamengo-September-2-2020-Serie-A"">Match Report",0.42,0.58,0.83,0.86,0.44,0.45,0.33,0.42,8.0,5.0,16.0,642.0,19.0,15.0,10.0,12.0,2.0,13.0,13.0,55.0,17.0,6.0,11.0,824.0,17.0,14.0,19.0,12.0,2.0,7.0,21.0,45.0,-2,0,1,0,3,0.5070175438596491,0.4566666666666667,0.8082456140350878,0.7966666666666667,0.36140350877192984,0.37000000000000005,0.6956140350877192,0.82,15.789473684210526,15.666666666666666,5.9298245614035086,4.666666666666667,23.54385964912281,14.333333333333334,615.7368421052631,590.6666666666666,16.57894736842105,14.666666666666666,12.105263157894736,10.666666666666666,18.82456140350877,12.666666666666666,17.649122807017545,20.666666666666668,1.4736842105263157,1.3333333333333333,6.543859649122807,7.666666666666667,19.94736842105263,17.0,47.80701754385965,50.666666666666664,0.563103448275862,0.6,0.8336206896551723,0.86,0.37327586206896557,0.47333333333333333,0.6891379310344827,0.8566666666666666,14.89655172413793,20.333333333333332,5.9655172413793105,4.0,20.637931034482758,16.333333333333332,656.2413793103449,664.0,17.43103448275862,15.333333333333334,11.344827586206897,12.333333333333334,15.362068965517242,12.333333333333334,19.620689655172413,14.0,1.3793103448275863,1.0,7.896551724137931,7.666666666666667,21.913793103448278,17.666666666666668,48.06896551724138,49.0,9.0,9.0,7.0,6.0,1.0,3.0,0,8,11.0
1132,1199,1199,Botafogo (RJ),0–0,Coritiba,Felipe Fernandes de Lima,0,0,"https://fbref.com/en/matches/3f7225a6/Botafogo-RJ-Coritiba-September-2-2020-Serie-A"">Match Report",0.55,0.45,0.84,0.8,0.35,0.43,1.0,0.83,23.0,6.0,22.0,680.0,14.0,8.0,17.0,8.0,1.0,4.0,21.0,65.0,21.0,6.0,16.0,595.0,11.0,16.0,6.0,19.0,0.0,6.0,13.0,60.0,0,0,0,1,1,0.4774137931034483,0.4166666666666667,0.7963793103448277,0.7733333333333333,0.36620689655172417,0.37666666666666665,0.7094827586206897,0.6266666666666666,14.568965517241379,11.666666666666666,4.9655172413793105,5.0,20.93103448275862,15.0,588.0689655172414,534.6666666666666,15.172413793103448,10.666666666666666,13.46551724137931,11.0,19.56896551724138,14.333333333333334,23.46551724137931,23.666666666666668,1.4137931034482758,1.0,8.327586206896552,10.333333333333334,18.982758620689655,11.0,56.05172413793103,59.666666666666664,0.46499999999999986,0.48,0.7754545454545454,0.8099999999999999,0.41590909090909095,0.4066666666666667,0.6709090909090909,0.6166666666666667,17.227272727272727,14.333333333333334,4.681818181818182,3.6666666666666665,17.136363636363637,14.333333333333334,557.5909090909091,593.3333333333334,16.5,16.666666666666668,15.0,7.666666666666667,15.772727272727273,11.333333333333334,29.454545454545453,15.0,1.9545454545454546,3.3333333333333335,9.272727272727273,12.666666666666666,21.272727272727273,20.0,55.72727272727273,58.333333333333336,7.0,3.0,4.0,3.0,0.0,3.0,2,0,12.0
1133,1200,1200,Atl Paranaense,1–1,Bragantino,Wagner do Nascimento Magalhaes,1,1,"https://fbref.com/en/matches/56cdc4ae/Atletico-Paranaense-Bragantino-September-2-2020-Serie-A"">Match Report",0.58,0.42,0.84,0.77,0.5,0.17,0.66,0.66,15.0,2.0,15.0,679.0,13.0,9.0,12.0,16.0,1.0,11.0,18.0,57.0,12.0,8.0,21.0,559.0,19.0,15.0,13.0,13.0,0.0,5.0,31.0,66.0,0,0,0,1,1,0.5748,0.65,0.8532000000000001,0.8633333333333334,0.3986,0.3,0.7038,0.7200000000000001,14.76,17.666666666666668,6.5,5.333333333333333,24.3,24.333333333333332,691.9,745.0,11.36,12.0,11.04,8.0,16.14,16.666666666666668,16.68,9.333333333333334,1.84,1.6666666666666667,7.9,8.333333333333334,23.34,23.666666666666668,59.86,67.66666666666667,0.48333333333333334,0.48333333333333334,0.82,0.82,0.28,0.28,0.5233333333333333,0.5233333333333333,15.0,15.0,4.333333333333333,4.333333333333333,19.333333333333332,19.333333333333332,600.0,600.0,16.0,16.0,12.0,12.0,13.0,13.0,11.0,11.0,1.3333333333333333,1.3333333333333333,6.666666666666667,6.666666666666667,18.0,18.0,46.333333333333336,46.333333333333336,10.0,1.0,6.0,1.0,0.0,0.0,2,2,10.0
1134,1201,1201,Santos,2–2,Vasco da Gama,Rodrigo D'Alonso Ferreira,2,2,"https://fbref.com/en/matches/1f3da7a1/Santos-Vasco-da-Gama-September-2-2020-Serie-A"">Match Report",0.61,0.39,0.85,0.76,0.45,0.33,0.33,0.6,17.0,9.0,29.0,563.0,15.0,13.0,7.0,7.0,2.0,6.0,14.0,35.0,21.0,2.0,7.0,417.0,12.0,11.0,7.0,17.0,1.0,7.0,17.0,46.0,0,0,0,1,1,0.5428070175438596,0.4633333333333334,0.8394736842105264,0.8133333333333334,0.3680701754385965,0.39333333333333337,0.7780701754385965,0.7200000000000001,14.0,11.0,6.947368421052632,5.0,22.842105263157894,17.333333333333332,659.3508771929825,573.6666666666666,16.17543859649123,16.333333333333332,13.701754385964913,14.666666666666666,14.421052631578947,8.333333333333334,18.333333333333332,16.333333333333332,2.0526315789473686,3.0,7.192982456140351,9.333333333333334,21.350877192982455,19.0,47.175438596491226,52.333333333333336,0.446,0.5,0.7874545454545455,0.8500000000000001,0.35454545454545466,0.5466666666666667,0.6658181818181818,0.6933333333333334,15.363636363636363,13.666666666666666,4.472727272727273,4.0,15.781818181818181,12.0,559.2181818181818,634.0,15.854545454545455,15.333333333333334,11.927272727272728,9.0,15.236363636363636,12.0,25.0,18.666666666666668,1.2181818181818183,1.6666666666666667,10.254545454545454,10.666666666666666,19.09090909090909,15.333333333333334,54.45454545454545,43.333333333333336,10.0,5.0,4.0,4.0,0.0,0.0,2,4,11.0
1135,1202,1202,Palmeiras,1–1,Internacional,Wilton Sampaio,1,1,"https://fbref.com/en/matches/b3da9298/Palmeiras-Internacional-September-2-2020-Serie-A"">Match Report",0.5,0.5,0.73,0.73,0.09,0.25,0.5,0.0,21.0,5.0,19.0,553.0,14.0,19.0,22.0,7.0,1.0,6.0,15.0,71.0,23.0,4.0,12.0,542.0,14.0,7.0,11.0,12.0,0.0,6.0,18.0,71.0,0,0,0,1,1,0.5300000000000001,0.5333333333333333,0.8105555555555555,0.8333333333333334,0.35444444444444445,0.37666666666666665,0.7468518518518515,0.7733333333333334,16.25925925925926,17.666666666666668,6.592592592592593,4.0,22.98148148148148,18.666666666666668,620.8703703703703,655.0,17.59259259259259,16.666666666666668,12.296296296296296,15.0,18.62962962962963,16.666666666666668,18.74074074074074,14.333333333333334,1.7222222222222223,1.6666666666666667,6.074074074074074,8.333333333333334,22.35185185185185,16.333333333333332,50.53703703703704,49.333333333333336,0.5115384615384615,0.5533333333333333,0.8161538461538463,0.8266666666666667,0.33256410256410257,0.35666666666666663,0.7330769230769232,0.5566666666666666,15.0,22.333333333333332,4.717948717948718,3.0,18.076923076923077,12.0,634.1025641025641,652.6666666666666,18.128205128205128,19.333333333333332,12.717948717948717,7.0,17.923076923076923,17.333333333333332,22.307692307692307,15.666666666666666,1.641025641025641,1.3333333333333333,8.64102564102564,4.666666666666667,20.435897435897434,19.0,56.64102564102564,63.333333333333336,7.0,7.0,7.0,3.0,3.0,3.0,2,2,9.0
1136,1203,1203,Grêmio,1–2,Sport Recife,Dyorgines José Padovani Andrade,1,2,"https://fbref.com/en/matches/ded94a99/Gremio-Sport-Recife-September-3-2020-Serie-A"">Match Report",0.72,0.28,0.86,0.6,0.29,0.6,0.33,0.75,10.0,11.0,48.0,886.0,5.0,5.0,20.0,6.0,1.0,3.0,20.0,56.0,11.0,1.0,3.0,432.0,15.0,11.0,13.0,41.0,1.0,15.0,8.0,69.0,-1,0,1,0,3,0.6016666666666667,0.5366666666666667,0.8672222222222222,0.8466666666666667,0.3822222222222222,0.3666666666666667,0.778148148148148,1.0,13.648148148148149,17.0,6.907407407407407,6.0,20.77777777777778,22.333333333333332,764.6481481481482,722.0,15.962962962962964,15.0,13.11111111111111,12.333333333333334,14.0,17.0,14.74074074074074,13.0,1.7592592592592593,1.0,5.555555555555555,7.333333333333333,18.796296296296298,23.0,49.870370370370374,45.666666666666664,0.48,0.5466666666666667,0.7818421052631578,0.82,0.34157894736842104,0.21999999999999997,0.5936842105263158,0.6900000000000001,16.18421052631579,17.0,4.2631578947368425,6.333333333333333,18.210526315789473,28.0,604.921052631579,618.0,17.473684210526315,14.0,16.342105263157894,13.0,15.81578947368421,13.333333333333334,22.13157894736842,12.666666666666666,1.894736842105263,2.3333333333333335,8.736842105263158,4.666666666666667,22.342105263157894,26.666666666666668,56.078947368421055,46.333333333333336,10.0,2.0,7.0,1.0,1.0,0.0,0,3,12.0
1137,1204,1204,Atlético Mineiro,3–0,São Paulo,Jean Pierre Goncalves Lima,3,0,"https://fbref.com/en/matches/2047917b/Atletico-Mineiro-Sao-Paulo-September-3-2020-Serie-A"">Match Report",0.51,0.49,0.82,0.79,0.57,0.46,0.66,0.62,18.0,5.0,13.0,670.0,25.0,11.0,15.0,14.0,3.0,5.0,12.0,80.0,11.0,3.0,12.0,663.0,17.0,6.0,9.0,7.0,1.0,8.0,38.0,58.0,3,1,0,3,0,0.5623214285714286,0.5499999999999999,0.8253571428571428,0.8233333333333333,0.35410714285714284,0.4466666666666667,0.6830357142857143,0.7999999999999999,16.071428571428573,14.666666666666666,7.142857142857143,7.666666666666667,24.410714285714285,21.333333333333332,669.625,641.0,17.321428571428573,13.333333333333334,11.857142857142858,8.666666666666666,15.696428571428571,13.333333333333334,17.178571428571427,10.666666666666666,1.6428571428571428,2.3333333333333335,7.339285714285714,6.666666666666667,23.410714285714285,20.0,52.035714285714285,53.666666666666664,0.523448275862069,0.5399999999999999,0.816896551724138,0.87,0.3105172413793103,0.4033333333333333,0.7243103448275862,0.7200000000000001,15.758620689655173,21.333333333333332,4.706896551724138,3.6666666666666665,18.155172413793103,14.0,630.9655172413793,655.0,16.17241379310345,15.333333333333334,11.844827586206897,7.0,17.275862068965516,10.666666666666666,22.689655172413794,16.0,1.4827586206896552,0.6666666666666666,8.672413793103448,9.666666666666666,21.344827586206897,17.333333333333332,46.189655172413794,40.0,15.0,7.0,9.0,6.0,3.0,3.0,1,3,8.0
1138,1205,1205,Flamengo,2–1,Fortaleza,Flavio Rodrigues De Souza,2,1,"https://fbref.com/en/matches/e0f65699/Flamengo-Fortaleza-September-5-2020-Serie-A"">Match Report",0.62,0.38,0.88,0.81,0.5,0.5,0.5,0.66,12.0,11.0,33.0,679.0,13.0,8.0,17.0,5.0,3.0,1.0,14.0,27.0,21.0,3.0,7.0,494.0,19.0,18.0,14.0,27.0,4.0,12.0,9.0,60.0,1,1,0,3,0,0.5919298245614034,0.6333333333333333,0.8514035087719298,0.86,0.3496491228070175,0.27666666666666667,0.7107017543859651,0.5,15.929824561403509,14.666666666666666,7.087719298245614,5.0,23.842105263157894,18.666666666666668,690.3157894736842,766.6666666666666,18.36842105263158,12.333333333333334,11.385964912280702,11.0,16.36842105263158,16.666666666666668,14.368421052631579,8.0,1.3508771929824561,1.0,6.56140350877193,5.666666666666667,19.80701754385965,22.333333333333332,46.54385964912281,47.666666666666664,0.43681818181818177,0.47333333333333333,0.8118181818181818,0.82,0.3854545454545454,0.27666666666666667,0.7063636363636363,0.7033333333333333,12.818181818181818,15.0,3.727272727272727,4.666666666666667,13.227272727272727,11.0,541.5909090909091,573.3333333333334,14.090909090909092,14.333333333333334,8.318181818181818,10.0,15.5,14.666666666666666,24.136363636363637,16.0,1.2727272727272727,3.3333333333333335,10.909090909090908,9.666666666666666,16.272727272727273,18.666666666666668,57.72727272727273,65.0,8.0,8.0,2.0,4.0,1.0,1.0,1,3,14.0
1139,1206,1206,Corinthians,2–2,Botafogo (RJ),Rafael Traci,2,2,"https://fbref.com/en/matches/8bdfc1c6/Corinthians-Botafogo-RJ-September-5-2020-Serie-A"">Match Report",0.61,0.39,0.87,0.83,0.43,0.23,0.33,0.66,18.0,12.0,32.0,724.0,11.0,9.0,14.0,22.0,1.0,15.0,19.0,60.0,10.0,6.0,27.0,550.0,13.0,15.0,11.0,31.0,2.0,7.0,19.0,53.0,0,0,0,1,1,0.5516363636363637,0.6066666666666666,0.8380000000000001,0.8766666666666666,0.3458181818181818,0.36333333333333334,0.7659999999999999,0.5800000000000001,13.072727272727272,16.666666666666668,5.672727272727273,6.0,21.163636363636364,22.0,681.9636363636364,741.3333333333334,14.709090909090909,12.666666666666666,12.163636363636364,12.333333333333334,16.6,17.666666666666668,19.145454545454545,8.666666666666666,1.2727272727272727,0.0,9.054545454545455,7.333333333333333,23.072727272727274,19.333333333333332,50.92727272727273,46.666666666666664,0.4711320754716981,0.39999999999999997,0.7905660377358489,0.8266666666666667,0.31433962264150944,0.29,0.719433962264151,0.89,13.716981132075471,11.0,3.792452830188679,4.666666666666667,16.09433962264151,16.666666666666668,586.8490566037735,552.0,15.245283018867925,11.0,12.830188679245284,12.333333333333334,16.50943396226415,10.0,26.132075471698112,23.666666666666668,1.1132075471698113,1.3333333333333333,10.528301886792454,9.333333333333334,19.60377358490566,14.666666666666666,55.094339622641506,48.0,8.0,6.0,4.0,3.0,1.0,1.0,2,4,18.0
1140,1207,1207,Ceará,0–1,Santos,Wagner Reway,0,1,"https://fbref.com/en/matches/cea23a95/Ceara-Santos-September-5-2020-Serie-A"">Match Report",0.63,0.37,0.83,0.75,0.46,0.44,0.75,1.0,18.0,7.0,24.0,571.0,10.0,5.0,9.0,11.0,1.0,5.0,18.0,50.0,18.0,5.0,16.0,405.0,12.0,8.0,9.0,20.0,2.0,8.0,13.0,50.0,-1,0,1,0,3,0.46025641025641023,0.45999999999999996,0.7994871794871793,0.8133333333333334,0.3092307692307692,0.3,0.711025641025641,0.7066666666666667,15.025641025641026,18.666666666666668,6.6923076923076925,6.666666666666667,22.692307692307693,22.666666666666668,572.4102564102565,605.0,16.28205128205128,19.0,10.384615384615385,12.666666666666666,16.82051282051282,19.333333333333332,18.794871794871796,18.666666666666668,1.4615384615384615,1.0,7.82051282051282,5.0,20.153846153846153,20.333333333333332,49.56410256410256,53.0,0.5230357142857143,0.5066666666666667,0.8192857142857142,0.7999999999999999,0.35446428571428573,0.22666666666666666,0.7576785714285714,0.77,15.357142857142858,15.0,4.696428571428571,5.0,15.857142857142858,14.0,626.25,610.0,14.892857142857142,12.333333333333334,11.267857142857142,10.666666666666666,16.553571428571427,12.0,25.446428571428573,19.333333333333332,1.7857142857142858,1.0,9.107142857142858,9.333333333333334,21.232142857142858,15.666666666666666,51.642857142857146,56.0,5.0,3.0,4.0,3.0,3.0,0.0,0,1,12.0
1141,1208,1208,Bragantino,1–2,Palmeiras,Marcelo de Lima Henrique,1,2,"https://fbref.com/en/matches/d2407b0f/Bragantino-Palmeiras-September-6-2020-Serie-A"">Match Report",0.38,0.62,0.79,0.86,0.2,0.36,0.4,0.75,23.0,5.0,16.0,547.0,17.0,13.0,4.0,16.0,1.0,7.0,16.0,45.0,12.0,3.0,21.0,793.0,19.0,11.0,14.0,19.0,2.0,10.0,18.0,53.0,-1,0,1,0,3,0.5133333333333333,0.5133333333333333,0.84,0.84,0.2633333333333333,0.2633333333333333,0.6366666666666667,0.6366666666666667,16.333333333333332,16.333333333333332,9.0,9.0,28.333333333333332,28.333333333333332,641.6666666666666,641.6666666666666,15.333333333333334,15.333333333333334,15.666666666666666,15.666666666666666,10.666666666666666,10.666666666666666,9.666666666666666,9.666666666666666,1.3333333333333333,1.3333333333333333,7.0,7.0,22.666666666666668,22.666666666666668,42.333333333333336,42.333333333333336,0.5066666666666666,0.47333333333333333,0.7924561403508772,0.8166666666666668,0.3622807017543859,0.37666666666666665,0.6919298245614035,0.3333333333333333,17.24561403508772,19.333333333333332,4.7368421052631575,2.6666666666666665,16.57894736842105,12.0,606.6140350877193,583.6666666666666,17.45614035087719,19.333333333333332,11.964912280701755,12.666666666666666,16.771929824561404,16.0,21.894736842105264,16.0,1.6842105263157894,2.0,7.175438596491228,6.0,21.350877192982455,17.0,55.31578947368421,56.333333333333336,4.0,6.0,4.0,5.0,0.0,1.0,0,3,8.0
