0,1,2,3,4,5,6,7,8,9,10,11
"[('23', 'Fouls', '9')]","[('3', 'Corners', '1')]","[('17', 'Crosses', '10')]","[('628', 'Touches', '573')]","[('14', 'Tackles', '18')]","[('16', 'Interceptions', '17')]","[('29', 'Aerials Won', '11')]","[('12', 'Clearances', '21')]","[('1', 'Offsides', '2')]","[('4', 'Goal Kicks', '8')]","[('18', 'Throw Ins', '17')]","[('55', 'Long Balls', '65')]"
"[('19', 'Fouls', '15')]","[('9', 'Corners', '8')]","[('17', 'Crosses', '19')]","[('526', 'Touches', '704')]","[('14', 'Tackles', '12')]","[('17', 'Interceptions', '25')]","[('13', 'Aerials Won', '13')]","[('20', 'Clearances', '19')]","[('0', 'Offsides', '0')]","[('11', 'Goal Kicks', '11')]","[('13', 'Throw Ins', '17')]","[('47', 'Long Balls', '39')]"
"[('17', 'Fouls', '18')]","[('5', 'Corners', '14')]","[('19', 'Crosses', '36')]","[('567', 'Touches', '570')]","[('11', 'Tackles', '16')]","[('15', 'Interceptions', '9')]","[('12', 'Aerials Won', '18')]","[('24', 'Clearances', '17')]","[('0', 'Offsides', '2')]","[('9', 'Goal Kicks', '1')]","[('14', 'Throw Ins', '15')]","[('60', 'Long Balls', '41')]"
"[('13', 'Fouls', '13')]","[('9', 'Corners', '4')]","[('27', 'Crosses', '22')]","[('746', 'Touches', '441')]","[('7', 'Tackles', '14')]","[('7', 'Interceptions', '14')]","[('17', 'Aerials Won', '21')]","[('12', 'Clearances', '30')]","[('0', 'Offsides', '1')]","[('18', 'Goal Kicks', '13')]","[('27', 'Throw Ins', '11')]","[('88', 'Long Balls', '60')]"
"[('14', 'Fouls', '21')]","[('7', 'Corners', '5')]","[('33', 'Crosses', '11')]","[('754', 'Touches', '425')]","[('16', 'Tackles', '18')]","[('17', 'Interceptions', '14')]","[('23', 'Aerials Won', '22')]","[('13', 'Clearances', '33')]","[('7', 'Offsides', '1')]","[('3', 'Goal Kicks', '17')]","[('27', 'Throw Ins', '17')]","[('53', 'Long Balls', '70')]"
"[('21', 'Fouls', '21')]","[('1', 'Corners', '1')]","[('12', 'Crosses', '6')]","[('627', 'Touches', '626')]","[('28', 'Tackles', '22')]","[('13', 'Interceptions', '10')]","[('14', 'Aerials Won', '15')]","[('20', 'Clearances', '13')]","[('5', 'Offsides', '0')]","[('7', 'Goal Kicks', '7')]","[('21', 'Throw Ins', '26')]","[('39', 'Long Balls', '44')]"
"[('11', 'Fouls', '15')]","[('7', 'Corners', '5')]","[('12', 'Crosses', '10')]","[('732', 'Touches', '666')]","[('22', 'Tackles', '16')]","[('11', 'Interceptions', '12')]","[('17', 'Aerials Won', '9')]","[('26', 'Clearances', '15')]","[('1', 'Offsides', '0')]","[('2', 'Goal Kicks', '6')]","[('17', 'Throw Ins', '24')]","[('48', 'Long Balls', '49')]"
"[('15', 'Fouls', '19')]","[('4', 'Corners', '8')]","[('17', 'Crosses', '23')]","[('486', 'Touches', '604')]","[('18', 'Tackles', '7')]","[('11', 'Interceptions', '15')]","[('17', 'Aerials Won', '19')]","[('27', 'Clearances', '18')]","[('3', 'Offsides', '0')]","[('15', 'Goal Kicks', '5')]","[('20', 'Throw Ins', '23')]","[('62', 'Long Balls', '48')]"
"[('15', 'Fouls', '11')]","[('3', 'Corners', '5')]","[('12', 'Crosses', '25')]","[('600', 'Touches', '719')]","[('18', 'Tackles', '21')]","[('15', 'Interceptions', '9')]","[('19', 'Aerials Won', '23')]","[('24', 'Clearances', '8')]","[('0', 'Offsides', '2')]","[('14', 'Goal Kicks', '5')]","[('32', 'Throw Ins', '28')]","[('64', 'Long Balls', '64')]"
"[('12', 'Fouls', '18')]","[('12', 'Corners', '2')]","[('30', 'Crosses', '10')]","[('831', 'Touches', '560')]","[('23', 'Tackles', '12')]","[('14', 'Interceptions', '21')]","[('18', 'Aerials Won', '11')]","[('11', 'Clearances', '39')]","[('2', 'Offsides', '1')]","[('4', 'Goal Kicks', '10')]","[('25', 'Throw Ins', '24')]","[('51', 'Long Balls', '46')]"
"[('17', 'Fouls', '5')]","[('4', 'Corners', '4')]","[('22', 'Crosses', '10')]","[('551', 'Touches', '668')]","[('21', 'Tackles', '18')]","[('12', 'Interceptions', '11')]","[('34', 'Aerials Won', '23')]","[('20', 'Clearances', '21')]","[('1', 'Offsides', '0')]","[('4', 'Goal Kicks', '10')]","[('24', 'Throw Ins', '23')]","[('41', 'Long Balls', '69')]"
"[('8', 'Fouls', '9')]","[('4', 'Corners', '5')]","[('15', 'Crosses', '14')]","[('636', 'Touches', '690')]","[('18', 'Tackles', '25')]","[('11', 'Interceptions', '13')]","[('18', 'Aerials Won', '19')]","[('21', 'Clearances', '16')]","[('1', 'Offsides', '3')]","[('6', 'Goal Kicks', '8')]","[('22', 'Throw Ins', '13')]","[('57', 'Long Balls', '50')]"
"[('10', 'Fouls', '12')]","[('2', 'Corners', '3')]","[('22', 'Crosses', '16')]","[('799', 'Touches', '603')]","[('13', 'Tackles', '17')]","[('12', 'Interceptions', '6')]","[('14', 'Aerials Won', '20')]","[('15', 'Clearances', '24')]","[('1', 'Offsides', '2')]","[('5', 'Goal Kicks', '11')]","[('21', 'Throw Ins', '18')]","[('49', 'Long Balls', '46')]"
"[('12', 'Fouls', '19')]","[('2', 'Corners', '7')]","[('12', 'Crosses', '25')]","[('450', 'Touches', '665')]","[('13', 'Tackles', '6')]","[('12', 'Interceptions', '6')]","[('20', 'Aerials Won', '12')]","[('24', 'Clearances', '12')]","[('1', 'Offsides', '0')]","[('15', 'Goal Kicks', '7')]","[('18', 'Throw Ins', '8')]","[('44', 'Long Balls', '34')]"
"[('11', 'Fouls', '15')]","[('3', 'Corners', '6')]","[('13', 'Crosses', '20')]","[('666', 'Touches', '615')]","[('15', 'Tackles', '12')]","[('8', 'Interceptions', '7')]","[('25', 'Aerials Won', '29')]","[('22', 'Clearances', '14')]","[('0', 'Offsides', '4')]","[('13', 'Goal Kicks', '7')]","[('19', 'Throw Ins', '23')]","[('73', 'Long Balls', '45')]"
"[('12', 'Fouls', '7')]","[('6', 'Corners', '4')]","[('27', 'Crosses', '11')]","[('598', 'Touches', '695')]","[('12', 'Tackles', '8')]","[('10', 'Interceptions', '10')]","[('11', 'Aerials Won', '17')]","[('13', 'Clearances', '27')]","[('1', 'Offsides', '1')]","[('8', 'Goal Kicks', '5')]","[('18', 'Throw Ins', '17')]","[('38', 'Long Balls', '62')]"
"[('10', 'Fouls', '16')]","[('7', 'Corners', '4')]","[('20', 'Crosses', '17')]","[('711', 'Touches', '578')]","[('25', 'Tackles', '12')]","[('5', 'Interceptions', '12')]","[('19', 'Aerials Won', '18')]","[('20', 'Clearances', '18')]","[('0', 'Offsides', '1')]","[('7', 'Goal Kicks', '6')]","[('15', 'Throw Ins', '13')]","[('51', 'Long Balls', '53')]"
"[('8', 'Fouls', '10')]","[('8', 'Corners', '8')]","[('14', 'Crosses', '23')]","[('742', 'Touches', '672')]","[('23', 'Tackles', '22')]","[('13', 'Interceptions', '8')]","[('13', 'Aerials Won', '13')]","[('25', 'Clearances', '12')]","[('1', 'Offsides', '0')]","[('5', 'Goal Kicks', '7')]","[('17', 'Throw Ins', '13')]","[('49', 'Long Balls', '32')]"
"[('13', 'Fouls', '19')]","[('3', 'Corners', '2')]","[('11', 'Crosses', '13')]","[('665', 'Touches', '699')]","[('21', 'Tackles', '24')]","[('9', 'Interceptions', '12')]","[('19', 'Aerials Won', '19')]","[('14', 'Clearances', '15')]","[('0', 'Offsides', '1')]","[('7', 'Goal Kicks', '8')]","[('17', 'Throw Ins', '14')]","[('55', 'Long Balls', '62')]"
"[('18', 'Fouls', '11')]","[('8', 'Corners', '5')]","[('17', 'Crosses', '18')]","[('642', 'Touches', '546')]","[('15', 'Tackles', '15')]","[('21', 'Interceptions', '14')]","[('7', 'Aerials Won', '15')]","[('13', 'Clearances', '18')]","[('1', 'Offsides', '5')]","[('5', 'Goal Kicks', '16')]","[('24', 'Throw Ins', '18')]","[('50', 'Long Balls', '54')]"
"[('13', 'Fouls', '14')]","[('8', 'Corners', '6')]","[('17', 'Crosses', '22')]","[('731', 'Touches', '504')]","[('9', 'Tackles', '18')]","[('14', 'Interceptions', '9')]","[('12', 'Aerials Won', '27')]","[('26', 'Clearances', '35')]","[('3', 'Offsides', '2')]","[('6', 'Goal Kicks', '6')]","[('19', 'Throw Ins', '15')]","[('69', 'Long Balls', '35')]"
"[('20', 'Fouls', '12')]","[('10', 'Corners', '2')]","[('22', 'Crosses', '10')]","[('690', 'Touches', '622')]","[('7', 'Tackles', '26')]","[('12', 'Interceptions', '14')]","[('24', 'Aerials Won', '11')]","[('9', 'Clearances', '22')]","[('0', 'Offsides', '1')]","[('1', 'Goal Kicks', '5')]","[('21', 'Throw Ins', '11')]","[('39', 'Long Balls', '46')]"
"[('9', 'Fouls', '19')]","[('4', 'Corners', '6')]","[('14', 'Crosses', '16')]","[('700', 'Touches', '540')]","[('10', 'Tackles', '23')]","[('7', 'Interceptions', '8')]","[('25', 'Aerials Won', '19')]","[('18', 'Clearances', '15')]","[('3', 'Offsides', '1')]","[('11', 'Goal Kicks', '8')]","[('15', 'Throw Ins', '18')]","[('43', 'Long Balls', '42')]"
"[('11', 'Fouls', '9')]","[('4', 'Corners', '3')]","[('23', 'Crosses', '16')]","[('771', 'Touches', '507')]","[('9', 'Tackles', '11')]","[('9', 'Interceptions', '8')]","[('16', 'Aerials Won', '12')]","[('19', 'Clearances', '18')]","[('4', 'Offsides', '2')]","[('5', 'Goal Kicks', '7')]","[('17', 'Throw Ins', '16')]","[('59', 'Long Balls', '43')]"
"[('14', 'Fouls', '16')]","[('2', 'Corners', '7')]","[('9', 'Crosses', '18')]","[('458', 'Touches', '726')]","[('33', 'Tackles', '13')]","[('8', 'Interceptions', '7')]","[('18', 'Aerials Won', '17')]","[('27', 'Clearances', '12')]","[('2', 'Offsides', '1')]","[('9', 'Goal Kicks', '4')]","[('13', 'Throw Ins', '25')]","[('55', 'Long Balls', '52')]"
"[('19', 'Fouls', '19')]","[('7', 'Corners', '4')]","[('18', 'Crosses', '11')]","[('709', 'Touches', '535')]","[('18', 'Tackles', '19')]","[('10', 'Interceptions', '16')]","[('9', 'Aerials Won', '18')]","[('11', 'Clearances', '28')]","[('0', 'Offsides', '3')]","[('8', 'Goal Kicks', '4')]","[('24', 'Throw Ins', '22')]","[('38', 'Long Balls', '56')]"
"[('9', 'Fouls', '12')]","[('2', 'Corners', '5')]","[('17', 'Crosses', '16')]","[('684', 'Touches', '468')]","[('9', 'Tackles', '8')]","[('8', 'Interceptions', '5')]","[('17', 'Aerials Won', '10')]","[('17', 'Clearances', '23')]","[('0', 'Offsides', '0')]","[('10', 'Goal Kicks', '10')]","[('17', 'Throw Ins', '11')]","[('45', 'Long Balls', '38')]"
"[('21', 'Fouls', '15')]","[('3', 'Corners', '0')]","[('14', 'Crosses', '12')]","[('634', 'Touches', '634')]","[('25', 'Tackles', '22')]","[('24', 'Interceptions', '13')]","[('16', 'Aerials Won', '27')]","[('16', 'Clearances', '28')]","[('2', 'Offsides', '1')]","[('8', 'Goal Kicks', '9')]","[('29', 'Throw Ins', '32')]","[('72', 'Long Balls', '53')]"
"[('8', 'Fouls', '10')]","[('10', 'Corners', '4')]","[('23', 'Crosses', '15')]","[('582', 'Touches', '708')]","[('12', 'Tackles', '23')]","[('4', 'Interceptions', '6')]","[('16', 'Aerials Won', '18')]","[('10', 'Clearances', '17')]","[('0', 'Offsides', '5')]","[('6', 'Goal Kicks', '8')]","[('32', 'Throw Ins', '13')]","[('39', 'Long Balls', '45')]"
"[('14', 'Fouls', '22')]","[('2', 'Corners', '0')]","[('13', 'Crosses', '13')]","[('497', 'Touches', '667')]","[('19', 'Tackles', '24')]","[('8', 'Interceptions', '9')]","[('12', 'Aerials Won', '19')]","[('17', 'Clearances', '23')]","[('0', 'Offsides', '2')]","[('10', 'Goal Kicks', '8')]","[('18', 'Throw Ins', '21')]","[('60', 'Long Balls', '65')]"
"[('14', 'Fouls', '21')]","[('3', 'Corners', '5')]","[('23', 'Crosses', '10')]","[('607', 'Touches', '537')]","[('14', 'Tackles', '21')]","[('7', 'Interceptions', '8')]","[('19', 'Aerials Won', '17')]","[('15', 'Clearances', '24')]","[('1', 'Offsides', '1')]","[('7', 'Goal Kicks', '11')]","[('23', 'Throw Ins', '26')]","[('42', 'Long Balls', '53')]"
"[('16', 'Fouls', '29')]","[('7', 'Corners', '7')]","[('18', 'Crosses', '14')]","[('490', 'Touches', '558')]","[('15', 'Tackles', '13')]","[('8', 'Interceptions', '2')]","[('24', 'Aerials Won', '11')]","[('15', 'Clearances', '15')]","[('1', 'Offsides', '1')]","[('2', 'Goal Kicks', '14')]","[('20', 'Throw Ins', '15')]","[('50', 'Long Balls', '43')]"
"[('12', 'Fouls', '10')]","[('9', 'Corners', '1')]","[('32', 'Crosses', '7')]","[('691', 'Touches', '489')]","[('14', 'Tackles', '16')]","[('13', 'Interceptions', '10')]","[('22', 'Aerials Won', '30')]","[('14', 'Clearances', '33')]","[('1', 'Offsides', '3')]","[('10', 'Goal Kicks', '15')]","[('33', 'Throw Ins', '25')]","[('48', 'Long Balls', '59')]"
"[('20', 'Fouls', '10')]","[('8', 'Corners', '2')]","[('26', 'Crosses', '16')]","[('488', 'Touches', '690')]","[('7', 'Tackles', '5')]","[('10', 'Interceptions', '8')]","[('17', 'Aerials Won', '16')]","[('17', 'Clearances', '22')]","[('3', 'Offsides', '0')]","[('8', 'Goal Kicks', '12')]","[('12', 'Throw Ins', '17')]","[('46', 'Long Balls', '44')]"
"[('9', 'Fouls', '11')]","[('4', 'Corners', '7')]","[('11', 'Crosses', '18')]","[('637', 'Touches', '695')]","[('22', 'Tackles', '15')]","[('9', 'Interceptions', '11')]","[('15', 'Aerials Won', '8')]","[('16', 'Clearances', '13')]","[('1', 'Offsides', '4')]","[('6', 'Goal Kicks', '4')]","[('17', 'Throw Ins', '16')]","[('45', 'Long Balls', '41')]"
"[('13', 'Fouls', '10')]","[('3', 'Corners', '12')]","[('9', 'Crosses', '33')]","[('449', 'Touches', '712')]","[('12', 'Tackles', '10')]","[('8', 'Interceptions', '12')]","[('18', 'Aerials Won', '29')]","[('40', 'Clearances', '11')]","[('1', 'Offsides', '2')]","[('20', 'Goal Kicks', '3')]","[('14', 'Throw Ins', '17')]","[('50', 'Long Balls', '27')]"
"[('13', 'Fouls', '8')]","[('3', 'Corners', '7')]","[('9', 'Crosses', '31')]","[('472', 'Touches', '805')]","[('16', 'Tackles', '13')]","[('9', 'Interceptions', '8')]","[('12', 'Aerials Won', '11')]","[('29', 'Clearances', '12')]","[('1', 'Offsides', '2')]","[('13', 'Goal Kicks', '13')]","[('21', 'Throw Ins', '25')]","[('76', 'Long Balls', '47')]"
"[('13', 'Fouls', '18')]","[('9', 'Corners', '1')]","[('17', 'Crosses', '15')]","[('629', 'Touches', '600')]","[('22', 'Tackles', '23')]","[('6', 'Interceptions', '16')]","[('33', 'Aerials Won', '13')]","[('17', 'Clearances', '25')]","[('1', 'Offsides', '1')]","[('8', 'Goal Kicks', '6')]","[('26', 'Throw Ins', '28')]","[('60', 'Long Balls', '42')]"
"[('19', 'Fouls', '18')]","[('8', 'Corners', '5')]","[('14', 'Crosses', '19')]","[('541', 'Touches', '600')]","[('13', 'Tackles', '19')]","[('9', 'Interceptions', '7')]","[('24', 'Aerials Won', '19')]","[('22', 'Clearances', '9')]","[('0', 'Offsides', '4')]","[('6', 'Goal Kicks', '4')]","[('16', 'Throw Ins', '24')]","[('45', 'Long Balls', '55')]"
"[('2', 'Fouls', '18')]","[('16', 'Corners', '1')]","[('43', 'Crosses', '3')]","[('764', 'Touches', '468')]","[('11', 'Tackles', '17')]","[('7', 'Interceptions', '11')]","[('21', 'Aerials Won', '21')]","[('10', 'Clearances', '35')]","[('1', 'Offsides', '0')]","[('3', 'Goal Kicks', '11')]","[('22', 'Throw Ins', '15')]","[('34', 'Long Balls', '58')]"
"[('20', 'Fouls', '16')]","[('5', 'Corners', '10')]","[('18', 'Crosses', '22')]","[('471', 'Touches', '640')]","[('14', 'Tackles', '13')]","[('8', 'Interceptions', '6')]","[('23', 'Aerials Won', '23')]","[('22', 'Clearances', '13')]","[('2', 'Offsides', '2')]","[('16', 'Goal Kicks', '11')]","[('25', 'Throw Ins', '18')]","[('66', 'Long Balls', '48')]"
"[('17', 'Fouls', '8')]","[('5', 'Corners', '5')]","[('28', 'Crosses', '19')]","[('696', 'Touches', '570')]","[('17', 'Tackles', '12')]","[('3', 'Interceptions', '10')]","[('29', 'Aerials Won', '11')]","[('14', 'Clearances', '19')]","[('1', 'Offsides', '2')]","[('4', 'Goal Kicks', '13')]","[('17', 'Throw Ins', '18')]","[('45', 'Long Balls', '51')]"
"[('12', 'Fouls', '28')]","[('3', 'Corners', '6')]","[('23', 'Crosses', '12')]","[('561', 'Touches', '514')]","[('12', 'Tackles', '12')]","[('16', 'Interceptions', '9')]","[('12', 'Aerials Won', '17')]","[('14', 'Clearances', '20')]","[('3', 'Offsides', '0')]","[('6', 'Goal Kicks', '10')]","[('28', 'Throw Ins', '12')]","[('63', 'Long Balls', '51')]"
"[('20', 'Fouls', '17')]","[('2', 'Corners', '5')]","[('18', 'Crosses', '14')]","[('497', 'Touches', '568')]","[('11', 'Tackles', '17')]","[('5', 'Interceptions', '5')]","[('20', 'Aerials Won', '22')]","[('20', 'Clearances', '18')]","[('1', 'Offsides', '1')]","[('9', 'Goal Kicks', '15')]","[('26', 'Throw Ins', '17')]","[('42', 'Long Balls', '36')]"
"[('22', 'Fouls', '22')]","[('3', 'Corners', '4')]","[('20', 'Crosses', '12')]","[('545', 'Touches', '496')]","[('13', 'Tackles', '14')]","[('3', 'Interceptions', '6')]","[('22', 'Aerials Won', '16')]","[('12', 'Clearances', '20')]","[('1', 'Offsides', '0')]","[('6', 'Goal Kicks', '14')]","[('18', 'Throw Ins', '23')]","[('43', 'Long Balls', '52')]"
"[('11', 'Fouls', '11')]","[('1', 'Corners', '5')]","[('18', 'Crosses', '14')]","[('521', 'Touches', '725')]","[('11', 'Tackles', '14')]","[('11', 'Interceptions', '13')]","[('13', 'Aerials Won', '13')]","[('9', 'Clearances', '16')]","[('2', 'Offsides', '0')]","[('13', 'Goal Kicks', '8')]","[('22', 'Throw Ins', '16')]","[('50', 'Long Balls', '69')]"
"[('23', 'Fouls', '16')]","[('5', 'Corners', '4')]","[('18', 'Crosses', '14')]","[('663', 'Touches', '483')]","[('17', 'Tackles', '12')]","[('11', 'Interceptions', '10')]","[('18', 'Aerials Won', '16')]","[('18', 'Clearances', '17')]","[('0', 'Offsides', '3')]","[('9', 'Goal Kicks', '11')]","[('14', 'Throw Ins', '26')]","[('58', 'Long Balls', '41')]"
"[('13', 'Fouls', '13')]","[('2', 'Corners', '6')]","[('11', 'Crosses', '16')]","[('521', 'Touches', '710')]","[('22', 'Tackles', '17')]","[('4', 'Interceptions', '1')]","[('20', 'Aerials Won', '16')]","[('24', 'Clearances', '13')]","[('0', 'Offsides', '2')]","[('9', 'Goal Kicks', '6')]","[('18', 'Throw Ins', '18')]","[('54', 'Long Balls', '58')]"
"[('15', 'Fouls', '8')]","[('6', 'Corners', '6')]","[('15', 'Crosses', '20')]","[('672', 'Touches', '507')]","[('18', 'Tackles', '13')]","[('6', 'Interceptions', '19')]","[('14', 'Aerials Won', '9')]","[('16', 'Clearances', '20')]","[('4', 'Offsides', '1')]","[('11', 'Goal Kicks', '5')]","[('15', 'Throw Ins', '19')]","[('42', 'Long Balls', '43')]"
"[('19', 'Fouls', '13')]","[('6', 'Corners', '6')]","[('19', 'Crosses', '24')]","[('546', 'Touches', '805')]","[('18', 'Tackles', '10')]","[('10', 'Interceptions', '16')]","[('12', 'Aerials Won', '11')]","[('20', 'Clearances', '14')]","[('0', 'Offsides', '2')]","[('4', 'Goal Kicks', '5')]","[('10', 'Throw Ins', '18')]","[('41', 'Long Balls', '31')]"
"[('17', 'Fouls', '16')]","[('11', 'Corners', '3')]","[('31', 'Crosses', '13')]","[('785', 'Touches', '464')]","[('18', 'Tackles', '9')]","[('17', 'Interceptions', '11')]","[('14', 'Aerials Won', '13')]","[('7', 'Clearances', '29')]","[('3', 'Offsides', '0')]","[('1', 'Goal Kicks', '5')]","[('17', 'Throw Ins', '19')]","[('39', 'Long Balls', '52')]"
"[('21', 'Fouls', '15')]","[('5', 'Corners', '2')]","[('16', 'Crosses', '9')]","[('456', 'Touches', '548')]","[('12', 'Tackles', '18')]","[('14', 'Interceptions', '10')]","[('16', 'Aerials Won', '28')]","[('13', 'Clearances', '24')]","[('1', 'Offsides', '1')]","[('9', 'Goal Kicks', '13')]","[('19', 'Throw Ins', '22')]","[('68', 'Long Balls', '54')]"
"[('16', 'Fouls', '8')]","[('9', 'Corners', '3')]","[('25', 'Crosses', '14')]","[('750', 'Touches', '655')]","[('22', 'Tackles', '24')]","[('12', 'Interceptions', '18')]","[('21', 'Aerials Won', '22')]","[('12', 'Clearances', '29')]","[('3', 'Offsides', '0')]","[('9', 'Goal Kicks', '13')]","[('20', 'Throw Ins', '18')]","[('55', 'Long Balls', '59')]"
"[('15', 'Fouls', '15')]","[('5', 'Corners', '1')]","[('27', 'Crosses', '10')]","[('554', 'Touches', '565')]","[('9', 'Tackles', '14')]","[('17', 'Interceptions', '9')]","[('22', 'Aerials Won', '26')]","[('15', 'Clearances', '19')]","[('3', 'Offsides', '2')]","[('6', 'Goal Kicks', '5')]","[('21', 'Throw Ins', '17')]","[('44', 'Long Balls', '41')]"
"[('17', 'Fouls', '13')]","[('7', 'Corners', '2')]","[('23', 'Crosses', '8')]","[('550', 'Touches', '700')]","[('14', 'Tackles', '7')]","[('3', 'Interceptions', '2')]","[('6', 'Aerials Won', '16')]","[('11', 'Clearances', '22')]","[('2', 'Offsides', '2')]","[('4', 'Goal Kicks', '8')]","[('18', 'Throw Ins', '16')]","[('41', 'Long Balls', '44')]"
"[('12', 'Fouls', '18')]","[('7', 'Corners', '7')]","[('19', 'Crosses', '14')]","[('530', 'Touches', '673')]","[('16', 'Tackles', '24')]","[('9', 'Interceptions', '6')]","[('15', 'Aerials Won', '12')]","[('16', 'Clearances', '21')]","[('0', 'Offsides', '0')]","[('8', 'Goal Kicks', '4')]","[('19', 'Throw Ins', '18')]","[('43', 'Long Balls', '37')]"
"[('7', 'Fouls', '13')]","[('6', 'Corners', '6')]","[('18', 'Crosses', '28')]","[('634', 'Touches', '671')]","[('19', 'Tackles', '20')]","[('10', 'Interceptions', '7')]","[('22', 'Aerials Won', '12')]","[('27', 'Clearances', '29')]","[('1', 'Offsides', '1')]","[('10', 'Goal Kicks', '10')]","[('21', 'Throw Ins', '17')]","[('67', 'Long Balls', '64')]"
"[('25', 'Fouls', '15')]","[('5', 'Corners', '3')]","[('19', 'Crosses', '15')]","[('536', 'Touches', '660')]","[('20', 'Tackles', '14')]","[('24', 'Interceptions', '17')]","[('18', 'Aerials Won', '27')]","[('11', 'Clearances', '11')]","[('2', 'Offsides', '2')]","[('12', 'Goal Kicks', '11')]","[('31', 'Throw Ins', '23')]","[('57', 'Long Balls', '50')]"
[],[],"[('1', 'Crosses', '0')]","[('5', 'Touches', '3')]",[],[],[],[],[],[],[],[]
"[('14', 'Fouls', '22')]","[('3', 'Corners', '5')]","[('11', 'Crosses', '15')]","[('663', 'Touches', '475')]","[('15', 'Tackles', '16')]","[('14', 'Interceptions', '12')]","[('13', 'Aerials Won', '17')]","[('13', 'Clearances', '14')]","[('1', 'Offsides', '0')]","[('4', 'Goal Kicks', '10')]","[('14', 'Throw Ins', '10')]","[('46', 'Long Balls', '44')]"
"[('19', 'Fouls', '15')]","[('4', 'Corners', '2')]","[('17', 'Crosses', '14')]","[('568', 'Touches', '589')]","[('15', 'Tackles', '11')]","[('11', 'Interceptions', '10')]","[('11', 'Aerials Won', '23')]","[('17', 'Clearances', '22')]","[('2', 'Offsides', '2')]","[('5', 'Goal Kicks', '13')]","[('19', 'Throw Ins', '26')]","[('57', 'Long Balls', '41')]"
"[('15', 'Fouls', '17')]","[('8', 'Corners', '2')]","[('27', 'Crosses', '5')]","[('722', 'Touches', '454')]","[('12', 'Tackles', '15')]","[('5', 'Interceptions', '8')]","[('20', 'Aerials Won', '22')]","[('6', 'Clearances', '30')]","[('0', 'Offsides', '3')]","[('5', 'Goal Kicks', '9')]","[('28', 'Throw Ins', '13')]","[('41', 'Long Balls', '68')]"
"[('10', 'Fouls', '6')]","[('8', 'Corners', '1')]","[('24', 'Crosses', '12')]","[('671', 'Touches', '683')]","[('20', 'Tackles', '16')]","[('15', 'Interceptions', '14')]","[('19', 'Aerials Won', '22')]","[('9', 'Clearances', '20')]","[('0', 'Offsides', '1')]","[('8', 'Goal Kicks', '9')]","[('18', 'Throw Ins', '15')]","[('54', 'Long Balls', '41')]"
"[('14', 'Fouls', '15')]","[('3', 'Corners', '11')]","[('12', 'Crosses', '30')]","[('665', 'Touches', '523')]","[('13', 'Tackles', '15')]","[('8', 'Interceptions', '6')]","[('13', 'Aerials Won', '9')]","[('19', 'Clearances', '16')]","[('2', 'Offsides', '1')]","[('6', 'Goal Kicks', '8')]","[('11', 'Throw Ins', '19')]","[('31', 'Long Balls', '54')]"
"[('9', 'Fouls', '10')]","[('5', 'Corners', '8')]","[('18', 'Crosses', '18')]","[('687', 'Touches', '498')]","[('17', 'Tackles', '12')]","[('5', 'Interceptions', '7')]","[('16', 'Aerials Won', '18')]","[('20', 'Clearances', '24')]","[('2', 'Offsides', '2')]","[('8', 'Goal Kicks', '9')]","[('26', 'Throw Ins', '22')]","[('71', 'Long Balls', '49')]"
"[('13', 'Fouls', '15')]","[('5', 'Corners', '5')]","[('19', 'Crosses', '17')]","[('578', 'Touches', '639')]","[('15', 'Tackles', '10')]","[('7', 'Interceptions', '4')]","[('13', 'Aerials Won', '11')]","[('23', 'Clearances', '24')]","[('2', 'Offsides', '4')]","[('8', 'Goal Kicks', '5')]","[('18', 'Throw Ins', '19')]","[('41', 'Long Balls', '41')]"
"[('11', 'Fouls', '10')]","[('7', 'Corners', '2')]","[('18', 'Crosses', '13')]","[('714', 'Touches', '686')]","[('11', 'Tackles', '12')]","[('6', 'Interceptions', '6')]","[('7', 'Aerials Won', '5')]","[('12', 'Clearances', '17')]","[('0', 'Offsides', '0')]","[('3', 'Goal Kicks', '7')]","[('8', 'Throw Ins', '10')]","[('26', 'Long Balls', '28')]"
"[('22', 'Fouls', '14')]","[('3', 'Corners', '7')]","[('14', 'Crosses', '22')]","[('504', 'Touches', '530')]","[('21', 'Tackles', '16')]","[('16', 'Interceptions', '14')]","[('22', 'Aerials Won', '23')]","[('21', 'Clearances', '14')]","[('3', 'Offsides', '0')]","[('10', 'Goal Kicks', '6')]","[('18', 'Throw Ins', '25')]","[('64', 'Long Balls', '48')]"
"[('14', 'Fouls', '22')]","[('7', 'Corners', '5')]","[('36', 'Crosses', '18')]","[('648', 'Touches', '555')]","[('13', 'Tackles', '17')]","[('13', 'Interceptions', '11')]","[('31', 'Aerials Won', '21')]","[('27', 'Clearances', '31')]","[('0', 'Offsides', '1')]","[('7', 'Goal Kicks', '6')]","[('35', 'Throw Ins', '23')]","[('47', 'Long Balls', '57')]"
"[('6', 'Fouls', '14')]","[('10', 'Corners', '0')]","[('33', 'Crosses', '7')]","[('878', 'Touches', '644')]","[('14', 'Tackles', '19')]","[('6', 'Interceptions', '8')]","[('21', 'Aerials Won', '9')]","[('13', 'Clearances', '40')]","[('0', 'Offsides', '1')]","[('8', 'Goal Kicks', '8')]","[('29', 'Throw Ins', '21')]","[('37', 'Long Balls', '56')]"
