0,1,2,3,4,5,6,7,8,9,10,11
"[('19', 'Fouls', '16')]","[('10', 'Corners', '4')]","[('35', 'Crosses', '16')]","[('568', 'Touches', '528')]","[('18', 'Tackles', '8')]","[('15', 'Interceptions', '9')]","[('18', 'Aerials Won', '11')]","[('11', 'Clearances', '30')]","[('1', 'Offsides', '1')]","[('4', 'Goal Kicks', '10')]","[('24', 'Throw Ins', '20')]","[('40', 'Long Balls', '54')]"
"[('13', 'Fouls', '9')]","[('7', 'Corners', '2')]","[('24', 'Crosses', '24')]","[('745', 'Touches', '540')]","[('6', 'Tackles', '18')]","[('15', 'Interceptions', '18')]","[('5', 'Aerials Won', '25')]","[('12', 'Clearances', '23')]","[('2', 'Offsides', '2')]","[('8', 'Goal Kicks', '9')]","[('22', 'Throw Ins', '28')]","[('59', 'Long Balls', '47')]"
"[('14', 'Fouls', '18')]","[('10', 'Corners', '6')]","[('30', 'Crosses', '17')]","[('567', 'Touches', '553')]","[('15', 'Tackles', '9')]","[('10', 'Interceptions', '16')]","[('28', 'Aerials Won', '17')]","[('27', 'Clearances', '28')]","[('1', 'Offsides', '1')]","[('10', 'Goal Kicks', '12')]","[('21', 'Throw Ins', '26')]","[('59', 'Long Balls', '60')]"
"[('18', 'Fouls', '12')]","[('5', 'Corners', '6')]","[('12', 'Crosses', '19')]","[('717', 'Touches', '537')]","[('11', 'Tackles', '18')]","[('18', 'Interceptions', '18')]","[('10', 'Aerials Won', '7')]","[('17', 'Clearances', '11')]","[('0', 'Offsides', '1')]","[('4', 'Goal Kicks', '10')]","[('13', 'Throw Ins', '29')]","[('57', 'Long Balls', '53')]"
"[('14', 'Fouls', '28')]","[('5', 'Corners', '5')]","[('27', 'Crosses', '21')]","[('608', 'Touches', '562')]","[('21', 'Tackles', '19')]","[('18', 'Interceptions', '24')]","[('16', 'Aerials Won', '18')]","[('15', 'Clearances', '23')]","[('1', 'Offsides', '1')]","[('7', 'Goal Kicks', '9')]","[('20', 'Throw Ins', '26')]","[('56', 'Long Balls', '51')]"
"[('8', 'Fouls', '22')]","[('1', 'Corners', '6')]","[('6', 'Crosses', '31')]","[('453', 'Touches', '629')]","[('16', 'Tackles', '9')]","[('21', 'Interceptions', '11')]","[('17', 'Aerials Won', '15')]","[('33', 'Clearances', '6')]","[('3', 'Offsides', '2')]","[('10', 'Goal Kicks', '6')]","[('20', 'Throw Ins', '37')]","[('71', 'Long Balls', '64')]"
"[('15', 'Fouls', '12')]","[('7', 'Corners', '4')]","[('31', 'Crosses', '14')]","[('706', 'Touches', '601')]","[('11', 'Tackles', '19')]","[('18', 'Interceptions', '16')]","[('18', 'Aerials Won', '14')]","[('18', 'Clearances', '43')]","[('2', 'Offsides', '3')]","[('5', 'Goal Kicks', '9')]","[('33', 'Throw Ins', '29')]","[('57', 'Long Balls', '66')]"
"[('12', 'Fouls', '10')]","[('2', 'Corners', '7')]","[('15', 'Crosses', '22')]","[('646', 'Touches', '548')]","[('11', 'Tackles', '17')]","[('20', 'Interceptions', '14')]","[('19', 'Aerials Won', '24')]","[('21', 'Clearances', '10')]","[('1', 'Offsides', '2')]","[('6', 'Goal Kicks', '10')]","[('23', 'Throw Ins', '20')]","[('66', 'Long Balls', '59')]"
"[('11', 'Fouls', '16')]","[('5', 'Corners', '4')]","[('26', 'Crosses', '14')]","[('666', 'Touches', '571')]","[('18', 'Tackles', '14')]","[('19', 'Interceptions', '16')]","[('20', 'Aerials Won', '11')]","[('9', 'Clearances', '26')]","[('3', 'Offsides', '1')]","[('9', 'Goal Kicks', '12')]","[('19', 'Throw Ins', '19')]","[('63', 'Long Balls', '67')]"
"[('24', 'Fouls', '15')]","[('3', 'Corners', '5')]","[('24', 'Crosses', '11')]","[('583', 'Touches', '576')]","[('20', 'Tackles', '29')]","[('15', 'Interceptions', '15')]","[('14', 'Aerials Won', '8')]","[('15', 'Clearances', '26')]","[('1', 'Offsides', '0')]","[('7', 'Goal Kicks', '5')]","[('40', 'Throw Ins', '25')]","[('65', 'Long Balls', '56')]"
"[('16', 'Fouls', '15')]","[('11', 'Corners', '0')]","[('45', 'Crosses', '4')]","[('800', 'Touches', '512')]","[('12', 'Tackles', '15')]","[('7', 'Interceptions', '19')]","[('12', 'Aerials Won', '18')]","[('4', 'Clearances', '37')]","[('0', 'Offsides', '0')]","[('3', 'Goal Kicks', '14')]","[('29', 'Throw Ins', '12')]","[('60', 'Long Balls', '74')]"
"[('18', 'Fouls', '13')]","[('10', 'Corners', '4')]","[('35', 'Crosses', '13')]","[('550', 'Touches', '639')]","[('28', 'Tackles', '14')]","[('18', 'Interceptions', '10')]","[('11', 'Aerials Won', '13')]","[('18', 'Clearances', '31')]","[('3', 'Offsides', '5')]","[('4', 'Goal Kicks', '13')]","[('22', 'Throw Ins', '27')]","[('61', 'Long Balls', '53')]"
"[('13', 'Fouls', '24')]","[('5', 'Corners', '2')]","[('30', 'Crosses', '7')]","[('649', 'Touches', '479')]","[('18', 'Tackles', '11')]","[('21', 'Interceptions', '10')]","[('10', 'Aerials Won', '13')]","[('6', 'Clearances', '22')]","[('4', 'Offsides', '4')]","[('7', 'Goal Kicks', '14')]","[('31', 'Throw Ins', '22')]","[('60', 'Long Balls', '64')]"
"[('12', 'Fouls', '14')]","[('2', 'Corners', '8')]","[('21', 'Crosses', '15')]","[('739', 'Touches', '630')]","[('27', 'Tackles', '14')]","[('15', 'Interceptions', '12')]","[('28', 'Aerials Won', '14')]","[('16', 'Clearances', '16')]","[('0', 'Offsides', '0')]","[('8', 'Goal Kicks', '15')]","[('19', 'Throw Ins', '20')]","[('56', 'Long Balls', '63')]"
"[('10', 'Fouls', '17')]","[('6', 'Corners', '3')]","[('32', 'Crosses', '13')]","[('770', 'Touches', '475')]","[('28', 'Tackles', '18')]","[('14', 'Interceptions', '18')]","[('22', 'Aerials Won', '15')]","[('27', 'Clearances', '22')]","[('5', 'Offsides', '6')]","[('5', 'Goal Kicks', '5')]","[('23', 'Throw Ins', '36')]","[('50', 'Long Balls', '48')]"
"[('19', 'Fouls', '19')]","[('5', 'Corners', '4')]","[('21', 'Crosses', '19')]","[('614', 'Touches', '656')]","[('17', 'Tackles', '18')]","[('20', 'Interceptions', '25')]","[('16', 'Aerials Won', '10')]","[('16', 'Clearances', '30')]","[('1', 'Offsides', '0')]","[('10', 'Goal Kicks', '6')]","[('20', 'Throw Ins', '11')]","[('55', 'Long Balls', '69')]"
"[('18', 'Fouls', '11')]","[('6', 'Corners', '3')]","[('14', 'Crosses', '19')]","[('656', 'Touches', '618')]","[('24', 'Tackles', '25')]","[('17', 'Interceptions', '12')]","[('11', 'Aerials Won', '13')]","[('19', 'Clearances', '22')]","[('4', 'Offsides', '0')]","[('13', 'Goal Kicks', '7')]","[('19', 'Throw Ins', '24')]","[('65', 'Long Balls', '44')]"
"[('21', 'Fouls', '19')]","[('3', 'Corners', '1')]","[('15', 'Crosses', '19')]","[('634', 'Touches', '581')]","[('20', 'Tackles', '15')]","[('19', 'Interceptions', '7')]","[('21', 'Aerials Won', '21')]","[('18', 'Clearances', '9')]","[('0', 'Offsides', '1')]","[('2', 'Goal Kicks', '10')]","[('25', 'Throw Ins', '34')]","[('63', 'Long Balls', '53')]"
"[('16', 'Fouls', '16')]","[('7', 'Corners', '2')]","[('28', 'Crosses', '5')]","[('736', 'Touches', '606')]","[('17', 'Tackles', '14')]","[('15', 'Interceptions', '8')]","[('13', 'Aerials Won', '12')]","[('3', 'Clearances', '22')]","[('2', 'Offsides', '0')]","[('2', 'Goal Kicks', '13')]","[('15', 'Throw Ins', '17')]","[('57', 'Long Balls', '56')]"
"[('6', 'Fouls', '23')]","[('5', 'Corners', '3')]","[('18', 'Crosses', '19')]","[('580', 'Touches', '691')]","[('18', 'Tackles', '17')]","[('14', 'Interceptions', '13')]","[('14', 'Aerials Won', '13')]","[('18', 'Clearances', '13')]","[('1', 'Offsides', '0')]","[('8', 'Goal Kicks', '8')]","[('19', 'Throw Ins', '26')]","[('58', 'Long Balls', '32')]"
"[('23', 'Fouls', '14')]","[('4', 'Corners', '0')]","[('30', 'Crosses', '8')]","[('699', 'Touches', '537')]","[('22', 'Tackles', '20')]","[('12', 'Interceptions', '9')]","[('22', 'Aerials Won', '12')]","[('20', 'Clearances', '34')]","[('2', 'Offsides', '1')]","[('3', 'Goal Kicks', '15')]","[('37', 'Throw Ins', '26')]","[('51', 'Long Balls', '55')]"
"[('12', 'Fouls', '18')]","[('11', 'Corners', '4')]","[('38', 'Crosses', '13')]","[('668', 'Touches', '541')]","[('14', 'Tackles', '15')]","[('22', 'Interceptions', '7')]","[('15', 'Aerials Won', '13')]","[('14', 'Clearances', '38')]","[('0', 'Offsides', '2')]","[('3', 'Goal Kicks', '14')]","[('24', 'Throw Ins', '24')]","[('47', 'Long Balls', '50')]"
"[('14', 'Fouls', '13')]","[('10', 'Corners', '2')]","[('31', 'Crosses', '3')]","[('847', 'Touches', '509')]","[('15', 'Tackles', '13')]","[('11', 'Interceptions', '11')]","[('17', 'Aerials Won', '12')]","[('15', 'Clearances', '39')]","[('2', 'Offsides', '1')]","[('6', 'Goal Kicks', '12')]","[('27', 'Throw Ins', '20')]","[('43', 'Long Balls', '49')]"
"[('14', 'Fouls', '22')]","[('6', 'Corners', '5')]","[('22', 'Crosses', '15')]","[('649', 'Touches', '398')]","[('18', 'Tackles', '16')]","[('13', 'Interceptions', '11')]","[('14', 'Aerials Won', '11')]","[('18', 'Clearances', '27')]","[('6', 'Offsides', '2')]","[('12', 'Goal Kicks', '6')]","[('22', 'Throw Ins', '21')]","[('63', 'Long Balls', '49')]"
"[('17', 'Fouls', '8')]","[('2', 'Corners', '5')]","[('9', 'Crosses', '26')]","[('667', 'Touches', '693')]","[('16', 'Tackles', '13')]","[('20', 'Interceptions', '25')]","[('14', 'Aerials Won', '8')]","[('20', 'Clearances', '13')]","[('1', 'Offsides', '4')]","[('12', 'Goal Kicks', '2')]","[('22', 'Throw Ins', '21')]","[('55', 'Long Balls', '57')]"
"[('16', 'Fouls', '18')]","[('10', 'Corners', '2')]","[('39', 'Crosses', '10')]","[('830', 'Touches', '431')]","[('16', 'Tackles', '24')]","[('15', 'Interceptions', '9')]","[('14', 'Aerials Won', '10')]","[('9', 'Clearances', '42')]","[('2', 'Offsides', '1')]","[('7', 'Goal Kicks', '14')]","[('17', 'Throw Ins', '12')]","[('41', 'Long Balls', '62')]"
"[('14', 'Fouls', '27')]","[('4', 'Corners', '7')]","[('30', 'Crosses', '20')]","[('721', 'Touches', '593')]","[('14', 'Tackles', '16')]","[('13', 'Interceptions', '21')]","[('9', 'Aerials Won', '12')]","[('17', 'Clearances', '28')]","[('1', 'Offsides', '1')]","[('2', 'Goal Kicks', '7')]","[('30', 'Throw Ins', '22')]","[('77', 'Long Balls', '52')]"
"[('9', 'Fouls', '13')]","[('15', 'Corners', '4')]","[('42', 'Crosses', '11')]","[('677', 'Touches', '490')]","[('8', 'Tackles', '13')]","[('17', 'Interceptions', '12')]","[('10', 'Aerials Won', '16')]","[('13', 'Clearances', '48')]","[('1', 'Offsides', '3')]","[('8', 'Goal Kicks', '15')]","[('23', 'Throw Ins', '14')]","[('49', 'Long Balls', '68')]"
"[('16', 'Fouls', '9')]","[('9', 'Corners', '1')]","[('45', 'Crosses', '9')]","[('827', 'Touches', '628')]","[('11', 'Tackles', '24')]","[('5', 'Interceptions', '16')]","[('13', 'Aerials Won', '19')]","[('14', 'Clearances', '33')]","[('0', 'Offsides', '1')]","[('9', 'Goal Kicks', '12')]","[('37', 'Throw Ins', '27')]","[('73', 'Long Balls', '53')]"
"[('18', 'Fouls', '21')]","[('9', 'Corners', '4')]","[('36', 'Crosses', '17')]","[('837', 'Touches', '412')]","[('18', 'Tackles', '27')]","[('16', 'Interceptions', '18')]","[('18', 'Aerials Won', '8')]","[('16', 'Clearances', '31')]","[('0', 'Offsides', '0')]","[('5', 'Goal Kicks', '12')]","[('34', 'Throw Ins', '12')]","[('38', 'Long Balls', '52')]"
"[('5', 'Fouls', '11')]","[('8', 'Corners', '3')]","[('24', 'Crosses', '9')]","[('797', 'Touches', '572')]","[('15', 'Tackles', '13')]","[('17', 'Interceptions', '18')]","[('21', 'Aerials Won', '14')]","[('14', 'Clearances', '35')]","[('1', 'Offsides', '2')]","[('9', 'Goal Kicks', '11')]","[('21', 'Throw Ins', '25')]","[('57', 'Long Balls', '52')]"
"[('22', 'Fouls', '14')]","[('1', 'Corners', '1')]","[('13', 'Crosses', '20')]","[('397', 'Touches', '631')]","[('14', 'Tackles', '14')]","[('12', 'Interceptions', '12')]","[('14', 'Aerials Won', '18')]","[('36', 'Clearances', '13')]","[('0', 'Offsides', '5')]","[('11', 'Goal Kicks', '10')]","[('19', 'Throw Ins', '28')]","[('52', 'Long Balls', '47')]"
"[('16', 'Fouls', '25')]","[('9', 'Corners', '3')]","[('26', 'Crosses', '11')]","[('528', 'Touches', '640')]","[('14', 'Tackles', '12')]","[('19', 'Interceptions', '16')]","[('17', 'Aerials Won', '18')]","[('8', 'Clearances', '35')]","[('1', 'Offsides', '0')]","[('5', 'Goal Kicks', '12')]","[('23', 'Throw Ins', '19')]","[('61', 'Long Balls', '55')]"
"[('14', 'Fouls', '16')]","[('3', 'Corners', '6')]","[('13', 'Crosses', '25')]","[('613', 'Touches', '724')]","[('21', 'Tackles', '31')]","[('22', 'Interceptions', '17')]","[('14', 'Aerials Won', '11')]","[('29', 'Clearances', '20')]","[('1', 'Offsides', '3')]","[('4', 'Goal Kicks', '6')]","[('14', 'Throw Ins', '22')]","[('40', 'Long Balls', '51')]"
"[('12', 'Fouls', '12')]","[('4', 'Corners', '1')]","[('18', 'Crosses', '11')]","[('572', 'Touches', '633')]","[('20', 'Tackles', '20')]","[('18', 'Interceptions', '15')]","[('13', 'Aerials Won', '19')]","[('25', 'Clearances', '27')]","[('6', 'Offsides', '3')]","[('7', 'Goal Kicks', '7')]","[('22', 'Throw Ins', '32')]","[('66', 'Long Balls', '58')]"
"[('26', 'Fouls', '20')]","[('1', 'Corners', '4')]","[('11', 'Crosses', '20')]","[('511', 'Touches', '602')]","[('19', 'Tackles', '11')]","[('24', 'Interceptions', '17')]","[('10', 'Aerials Won', '16')]","[('24', 'Clearances', '19')]","[('1', 'Offsides', '2')]","[('8', 'Goal Kicks', '9')]","[('16', 'Throw Ins', '25')]","[('46', 'Long Balls', '60')]"
"[('22', 'Fouls', '34')]","[('4', 'Corners', '9')]","[('19', 'Crosses', '30')]","[('566', 'Touches', '530')]","[('27', 'Tackles', '20')]","[('17', 'Interceptions', '16')]","[('14', 'Aerials Won', '15')]","[('48', 'Clearances', '20')]","[('4', 'Offsides', '2')]","[('8', 'Goal Kicks', '5')]","[('15', 'Throw Ins', '28')]","[('59', 'Long Balls', '65')]"
"[('19', 'Fouls', '25')]","[('6', 'Corners', '1')]","[('21', 'Crosses', '10')]","[('624', 'Touches', '629')]","[('19', 'Tackles', '17')]","[('16', 'Interceptions', '13')]","[('16', 'Aerials Won', '15')]","[('18', 'Clearances', '43')]","[('1', 'Offsides', '1')]","[('9', 'Goal Kicks', '11')]","[('21', 'Throw Ins', '17')]","[('56', 'Long Balls', '63')]"
"[('21', 'Fouls', '31')]","[('6', 'Corners', '3')]","[('27', 'Crosses', '13')]","[('662', 'Touches', '493')]","[('15', 'Tackles', '15')]","[('12', 'Interceptions', '17')]","[('19', 'Aerials Won', '14')]","[('22', 'Clearances', '48')]","[('2', 'Offsides', '1')]","[('4', 'Goal Kicks', '10')]","[('26', 'Throw Ins', '25')]","[('43', 'Long Balls', '65')]"
"[('25', 'Fouls', '19')]","[('12', 'Corners', '0')]","[('34', 'Crosses', '6')]","[('801', 'Touches', '440')]","[('10', 'Tackles', '17')]","[('15', 'Interceptions', '23')]","[('23', 'Aerials Won', '18')]","[('11', 'Clearances', '36')]","[('2', 'Offsides', '1')]","[('4', 'Goal Kicks', '11')]","[('23', 'Throw Ins', '22')]","[('65', 'Long Balls', '63')]"
"[('9', 'Fouls', '11')]","[('1', 'Corners', '6')]","[('16', 'Crosses', '24')]","[('507', 'Touches', '795')]","[('27', 'Tackles', '12')]","[('17', 'Interceptions', '22')]","[('8', 'Aerials Won', '14')]","[('28', 'Clearances', '19')]","[('1', 'Offsides', '0')]","[('8', 'Goal Kicks', '6')]","[('17', 'Throw Ins', '30')]","[('71', 'Long Balls', '37')]"
"[('18', 'Fouls', '25')]","[('2', 'Corners', '5')]","[('19', 'Crosses', '12')]","[('574', 'Touches', '534')]","[('22', 'Tackles', '25')]","[('16', 'Interceptions', '10')]","[('19', 'Aerials Won', '16')]","[('18', 'Clearances', '31')]","[('3', 'Offsides', '2')]","[('4', 'Goal Kicks', '14')]","[('30', 'Throw Ins', '32')]","[('53', 'Long Balls', '77')]"
"[('14', 'Fouls', '17')]","[('3', 'Corners', '4')]","[('26', 'Crosses', '7')]","[('785', 'Touches', '586')]","[('16', 'Tackles', '13')]","[('13', 'Interceptions', '26')]","[('5', 'Aerials Won', '9')]","[('8', 'Clearances', '29')]","[('3', 'Offsides', '1')]","[('5', 'Goal Kicks', '16')]","[('17', 'Throw Ins', '16')]","[('41', 'Long Balls', '43')]"
"[('26', 'Fouls', '17')]","[('3', 'Corners', '5')]","[('22', 'Crosses', '25')]","[('517', 'Touches', '547')]","[('19', 'Tackles', '18')]","[('16', 'Interceptions', '9')]","[('23', 'Aerials Won', '19')]","[('29', 'Clearances', '21')]","[('0', 'Offsides', '4')]","[('9', 'Goal Kicks', '9')]","[('22', 'Throw Ins', '22')]","[('58', 'Long Balls', '70')]"
"[('19', 'Fouls', '12')]","[('10', 'Corners', '4')]","[('34', 'Crosses', '13')]","[('716', 'Touches', '603')]","[('13', 'Tackles', '14')]","[('6', 'Interceptions', '11')]","[('13', 'Aerials Won', '9')]","[('14', 'Clearances', '33')]","[('6', 'Offsides', '6')]","[('4', 'Goal Kicks', '13')]","[('15', 'Throw Ins', '11')]","[('51', 'Long Balls', '75')]"
"[('18', 'Fouls', '15')]","[('10', 'Corners', '8')]","[('32', 'Crosses', '29')]","[('576', 'Touches', '663')]","[('12', 'Tackles', '13')]","[('9', 'Interceptions', '21')]","[('13', 'Aerials Won', '5')]","[('25', 'Clearances', '27')]","[('1', 'Offsides', '1')]","[('5', 'Goal Kicks', '9')]","[('13', 'Throw Ins', '11')]","[('25', 'Long Balls', '47')]"
"[('12', 'Fouls', '18')]","[('6', 'Corners', '4')]","[('31', 'Crosses', '17')]","[('677', 'Touches', '675')]","[('19', 'Tackles', '16')]","[('18', 'Interceptions', '8')]","[('11', 'Aerials Won', '8')]","[('23', 'Clearances', '27')]","[('1', 'Offsides', '4')]","[('4', 'Goal Kicks', '10')]","[('16', 'Throw Ins', '33')]","[('42', 'Long Balls', '59')]"
"[('15', 'Fouls', '21')]","[('5', 'Corners', '0')]","[('30', 'Crosses', '4')]","[('724', 'Touches', '486')]","[('25', 'Tackles', '13')]","[('14', 'Interceptions', '14')]","[('19', 'Aerials Won', '20')]","[('24', 'Clearances', '35')]","[('4', 'Offsides', '1')]","[('6', 'Goal Kicks', '8')]","[('19', 'Throw Ins', '28')]","[('43', 'Long Balls', '61')]"
"[('16', 'Fouls', '16')]","[('7', 'Corners', '1')]","[('25', 'Crosses', '8')]","[('726', 'Touches', '532')]","[('12', 'Tackles', '14')]","[('15', 'Interceptions', '24')]","[('21', 'Aerials Won', '5')]","[('11', 'Clearances', '39')]","[('3', 'Offsides', '1')]","[('7', 'Goal Kicks', '10')]","[('32', 'Throw Ins', '18')]","[('42', 'Long Balls', '67')]"
"[('22', 'Fouls', '16')]","[('4', 'Corners', '8')]","[('34', 'Crosses', '25')]","[('533', 'Touches', '756')]","[('13', 'Tackles', '16')]","[('12', 'Interceptions', '13')]","[('17', 'Aerials Won', '15')]","[('27', 'Clearances', '40')]","[('1', 'Offsides', '0')]","[('13', 'Goal Kicks', '8')]","[('27', 'Throw Ins', '17')]","[('45', 'Long Balls', '49')]"
"[('27', 'Fouls', '20')]","[('6', 'Corners', '5')]","[('34', 'Crosses', '17')]","[('525', 'Touches', '530')]","[('11', 'Tackles', '17')]","[('15', 'Interceptions', '18')]","[('19', 'Aerials Won', '11')]","[('14', 'Clearances', '31')]","[('1', 'Offsides', '0')]","[('11', 'Goal Kicks', '7')]","[('23', 'Throw Ins', '25')]","[('51', 'Long Balls', '61')]"
"[('14', 'Fouls', '10')]","[('8', 'Corners', '1')]","[('43', 'Crosses', '13')]","[('897', 'Touches', '499')]","[('20', 'Tackles', '22')]","[('24', 'Interceptions', '39')]","[('18', 'Aerials Won', '17')]","[('8', 'Clearances', '40')]","[('2', 'Offsides', '1')]","[('7', 'Goal Kicks', '15')]","[('28', 'Throw Ins', '16')]","[('54', 'Long Balls', '64')]"
"[('18', 'Fouls', '15')]","[('4', 'Corners', '8')]","[('16', 'Crosses', '17')]","[('514', 'Touches', '746')]","[('26', 'Tackles', '13')]","[('13', 'Interceptions', '14')]","[('7', 'Aerials Won', '16')]","[('17', 'Clearances', '17')]","[('0', 'Offsides', '0')]","[('8', 'Goal Kicks', '6')]","[('21', 'Throw Ins', '26')]","[('55', 'Long Balls', '35')]"
"[('9', 'Fouls', '21')]","[('9', 'Corners', '1')]","[('36', 'Crosses', '5')]","[('952', 'Touches', '469')]","[('15', 'Tackles', '18')]","[('17', 'Interceptions', '26')]","[('6', 'Aerials Won', '8')]","[('12', 'Clearances', '44')]","[('5', 'Offsides', '2')]","[('4', 'Goal Kicks', '16')]","[('40', 'Throw Ins', '8')]","[('35', 'Long Balls', '68')]"
"[('18', 'Fouls', '18')]","[('7', 'Corners', '3')]","[('35', 'Crosses', '18')]","[('594', 'Touches', '593')]","[('21', 'Tackles', '11')]","[('19', 'Interceptions', '16')]","[('14', 'Aerials Won', '17')]","[('14', 'Clearances', '37')]","[('1', 'Offsides', '0')]","[('10', 'Goal Kicks', '14')]","[('19', 'Throw Ins', '21')]","[('44', 'Long Balls', '62')]"
"[('17', 'Fouls', '16')]","[('5', 'Corners', '9')]","[('22', 'Crosses', '38')]","[('530', 'Touches', '733')]","[('13', 'Tackles', '15')]","[('16', 'Interceptions', '15')]","[('10', 'Aerials Won', '6')]","[('40', 'Clearances', '25')]","[('0', 'Offsides', '1')]","[('11', 'Goal Kicks', '13')]","[('21', 'Throw Ins', '24')]","[('40', 'Long Balls', '49')]"
"[('15', 'Fouls', '11')]","[('12', 'Corners', '5')]","[('28', 'Crosses', '11')]","[('623', 'Touches', '617')]","[('13', 'Tackles', '20')]","[('11', 'Interceptions', '12')]","[('11', 'Aerials Won', '19')]","[('22', 'Clearances', '26')]","[('3', 'Offsides', '2')]","[('11', 'Goal Kicks', '3')]","[('22', 'Throw Ins', '17')]","[('42', 'Long Balls', '54')]"
"[('15', 'Fouls', '17')]","[('11', 'Corners', '4')]","[('31', 'Crosses', '9')]","[('780', 'Touches', '470')]","[('15', 'Tackles', '14')]","[('10', 'Interceptions', '18')]","[('8', 'Aerials Won', '16')]","[('5', 'Clearances', '37')]","[('0', 'Offsides', '3')]","[('3', 'Goal Kicks', '17')]","[('24', 'Throw Ins', '8')]","[('46', 'Long Balls', '67')]"
"[('12', 'Fouls', '8')]","[('8', 'Corners', '2')]","[('26', 'Crosses', '10')]","[('657', 'Touches', '545')]","[('19', 'Tackles', '10')]","[('4', 'Interceptions', '9')]","[('13', 'Aerials Won', '13')]","[('20', 'Clearances', '39')]","[('2', 'Offsides', '3')]","[('7', 'Goal Kicks', '15')]","[('12', 'Throw Ins', '23')]","[('54', 'Long Balls', '59')]"
"[('18', 'Fouls', '22')]","[('1', 'Corners', '7')]","[('5', 'Crosses', '22')]","[('523', 'Touches', '652')]","[('23', 'Tackles', '20')]","[('20', 'Interceptions', '21')]","[('16', 'Aerials Won', '11')]","[('24', 'Clearances', '16')]","[('6', 'Offsides', '0')]","[('6', 'Goal Kicks', '11')]","[('27', 'Throw Ins', '29')]","[('59', 'Long Balls', '70')]"
