match_report_link,HomeFouls,HomeCorners,HomeCrosses,HomeTouches,HomeTackles,HomeInterceptions,HomeAerials,HomeClearances,HomeOffsides,HomeGoalKicks,HomeThrowIns,HomeLongBalls,AwayFouls,AwayCorners,AwayCrosses,AwayTouches,AwayTackles,AwayInterceptions,AwayAerials,AwayClearances,AwayOffsides,AwayGoalKicks,AwayThrowIns,AwayLongBalls
"https://fbref.com/en/matches/a84f44b6/Chapecoense-Coritiba-December-3-2017-Serie-A"">Match Report","[('18', 'Fouls', '11')]","[('12', 'Corners', '6')]","[('30', 'Crosses', '19')]","[('488', 'Touches', '548')]","[('11', 'Tackles', '17')]","[('10', 'Interceptions', '16')]","[('11', 'Aerials Won', '12')]","[('12', 'Clearances', '29')]","[('0', 'Offsides', '4')]","[('7', 'Goal Kicks', '7')]","[('22', 'Throw Ins', '19')]","[('57', 'Long Balls', '58')]","[('18', 'Fouls', '11')]","[('12', 'Corners', '6')]","[('30', 'Crosses', '19')]","[('488', 'Touches', '548')]","[('11', 'Tackles', '17')]","[('10', 'Interceptions', '16')]","[('11', 'Aerials Won', '12')]","[('12', 'Clearances', '29')]","[('0', 'Offsides', '4')]","[('7', 'Goal Kicks', '7')]","[('22', 'Throw Ins', '19')]","[('57', 'Long Balls', '58')]"
"https://fbref.com/en/matches/40419a88/Vitoria-Flamengo-April-14-2018-Serie-A"">Match Report","[('24', 'Fouls', '10')]","[('4', 'Corners', '5')]","[('30', 'Crosses', '11')]","[('729', 'Touches', '463')]","[('8', 'Tackles', '15')]","[('15', 'Interceptions', '9')]","[('15', 'Aerials Won', '14')]","[('14', 'Clearances', '27')]","[('2', 'Offsides', '2')]","[('5', 'Goal Kicks', '11')]","[('18', 'Throw Ins', '19')]","[('48', 'Long Balls', '67')]","[('24', 'Fouls', '10')]","[('4', 'Corners', '5')]","[('30', 'Crosses', '11')]","[('729', 'Touches', '463')]","[('8', 'Tackles', '15')]","[('15', 'Interceptions', '9')]","[('15', 'Aerials Won', '14')]","[('14', 'Clearances', '27')]","[('2', 'Offsides', '2')]","[('5', 'Goal Kicks', '11')]","[('18', 'Throw Ins', '19')]","[('48', 'Long Balls', '67')]"
"https://fbref.com/en/matches/5d2e0f8b/Vasco-da-Gama-Atletico-Mineiro-April-15-2018-Serie-A"">Match Report","[('11', 'Fouls', '18')]","[('9', 'Corners', '3')]","[('43', 'Crosses', '7')]","[('792', 'Touches', '515')]","[('13', 'Tackles', '15')]","[('10', 'Interceptions', '16')]","[('16', 'Aerials Won', '20')]","[('9', 'Clearances', '44')]","[('3', 'Offsides', '3')]","[('6', 'Goal Kicks', '8')]","[('29', 'Throw Ins', '18')]","[('63', 'Long Balls', '47')]","[('11', 'Fouls', '18')]","[('9', 'Corners', '3')]","[('43', 'Crosses', '7')]","[('792', 'Touches', '515')]","[('13', 'Tackles', '15')]","[('10', 'Interceptions', '16')]","[('16', 'Aerials Won', '20')]","[('9', 'Clearances', '44')]","[('3', 'Offsides', '3')]","[('6', 'Goal Kicks', '8')]","[('29', 'Throw Ins', '18')]","[('63', 'Long Balls', '47')]"
"https://fbref.com/en/matches/75606231/Atletico-Paranaense-Chapecoense-April-15-2018-Serie-A"">Match Report","[('10', 'Fouls', '16')]","[('3', 'Corners', '9')]","[('24', 'Crosses', '26')]","[('851', 'Touches', '426')]","[('15', 'Tackles', '11')]","[('5', 'Interceptions', '13')]","[('20', 'Aerials Won', '17')]","[('28', 'Clearances', '11')]","[('3', 'Offsides', '1')]","[('9', 'Goal Kicks', '9')]","[('20', 'Throw Ins', '18')]","[('51', 'Long Balls', '49')]","[('10', 'Fouls', '16')]","[('3', 'Corners', '9')]","[('24', 'Crosses', '26')]","[('851', 'Touches', '426')]","[('15', 'Tackles', '11')]","[('5', 'Interceptions', '13')]","[('20', 'Aerials Won', '17')]","[('28', 'Clearances', '11')]","[('3', 'Offsides', '1')]","[('9', 'Goal Kicks', '9')]","[('20', 'Throw Ins', '18')]","[('51', 'Long Balls', '49')]"
"https://fbref.com/en/matches/440a1b59/Bahia-Santos-April-21-2018-Serie-A"">Match Report","[('29', 'Fouls', '21')]","[('7', 'Corners', '6')]","[('38', 'Crosses', '24')]","[('598', 'Touches', '563')]","[('14', 'Tackles', '22')]","[('8', 'Interceptions', '14')]","[('19', 'Aerials Won', '12')]","[('18', 'Clearances', '22')]","[('2', 'Offsides', '5')]","[('6', 'Goal Kicks', '9')]","[('19', 'Throw Ins', '18')]","[('51', 'Long Balls', '45')]","[('29', 'Fouls', '21')]","[('7', 'Corners', '6')]","[('38', 'Crosses', '24')]","[('598', 'Touches', '563')]","[('14', 'Tackles', '22')]","[('8', 'Interceptions', '14')]","[('19', 'Aerials Won', '12')]","[('18', 'Clearances', '22')]","[('2', 'Offsides', '5')]","[('6', 'Goal Kicks', '9')]","[('19', 'Throw Ins', '18')]","[('51', 'Long Balls', '45')]"
"https://fbref.com/en/matches/1cc64ac0/Atletico-Mineiro-Vitoria-April-22-2018-Serie-A"">Match Report","[('22', 'Fouls', '19')]","[('6', 'Corners', '5')]","[('19', 'Crosses', '15')]","[('681', 'Touches', '501')]","[('16', 'Tackles', '10')]","[('16', 'Interceptions', '11')]","[('9', 'Aerials Won', '13')]","[('14', 'Clearances', '15')]","[('6', 'Offsides', '1')]","[('11', 'Goal Kicks', '7')]","[('23', 'Throw Ins', '20')]","[('60', 'Long Balls', '47')]","[('22', 'Fouls', '19')]","[('6', 'Corners', '5')]","[('19', 'Crosses', '15')]","[('681', 'Touches', '501')]","[('16', 'Tackles', '10')]","[('16', 'Interceptions', '11')]","[('9', 'Aerials Won', '13')]","[('14', 'Clearances', '15')]","[('6', 'Offsides', '1')]","[('11', 'Goal Kicks', '7')]","[('23', 'Throw Ins', '20')]","[('60', 'Long Balls', '47')]"
"https://fbref.com/en/matches/94d06a3e/Fluminense-Cruzeiro-April-22-2018-Serie-A"">Match Report","[('13', 'Fouls', '19')]","[('1', 'Corners', '7')]","[('14', 'Crosses', '43')]","[('450', 'Touches', '762')]","[('16', 'Tackles', '14')]","[('13', 'Interceptions', '6')]","[('14', 'Aerials Won', '21')]","[('30', 'Clearances', '22')]","[('0', 'Offsides', '3')]","[('6', 'Goal Kicks', '0')]","[('18', 'Throw Ins', '16')]","[('70', 'Long Balls', '47')]","[('13', 'Fouls', '19')]","[('1', 'Corners', '7')]","[('14', 'Crosses', '43')]","[('450', 'Touches', '762')]","[('16', 'Tackles', '14')]","[('13', 'Interceptions', '6')]","[('14', 'Aerials Won', '21')]","[('30', 'Clearances', '22')]","[('0', 'Offsides', '3')]","[('6', 'Goal Kicks', '0')]","[('18', 'Throw Ins', '16')]","[('70', 'Long Balls', '47')]"
"https://fbref.com/en/matches/696440bd/Sport-Recife-Botafogo-RJ-April-23-2018-Serie-A"">Match Report","[('14', 'Fouls', '15')]","[('10', 'Corners', '7')]","[('21', 'Crosses', '26')]","[('615', 'Touches', '604')]","[('17', 'Tackles', '26')]","[('9', 'Interceptions', '20')]","[('28', 'Aerials Won', '16')]","[('27', 'Clearances', '44')]","[('2', 'Offsides', '0')]","[('8', 'Goal Kicks', '9')]","[('25', 'Throw Ins', '19')]","[('42', 'Long Balls', '55')]","[('14', 'Fouls', '15')]","[('10', 'Corners', '7')]","[('21', 'Crosses', '26')]","[('615', 'Touches', '604')]","[('17', 'Tackles', '26')]","[('9', 'Interceptions', '20')]","[('28', 'Aerials Won', '16')]","[('27', 'Clearances', '44')]","[('2', 'Offsides', '0')]","[('8', 'Goal Kicks', '9')]","[('25', 'Throw Ins', '19')]","[('42', 'Long Balls', '55')]"
"https://fbref.com/en/matches/976af325/Parana-Sport-Recife-April-29-2018-Serie-A"">Match Report","[('14', 'Fouls', '15')]","[('8', 'Corners', '1')]","[('32', 'Crosses', '5')]","[('826', 'Touches', '476')]","[('14', 'Tackles', '27')]","[('18', 'Interceptions', '21')]","[('18', 'Aerials Won', '16')]","[('3', 'Clearances', '42')]","[('2', 'Offsides', '3')]","[('6', 'Goal Kicks', '11')]","[('34', 'Throw Ins', '17')]","[('48', 'Long Balls', '64')]","[('14', 'Fouls', '15')]","[('8', 'Corners', '1')]","[('32', 'Crosses', '5')]","[('826', 'Touches', '476')]","[('14', 'Tackles', '27')]","[('18', 'Interceptions', '21')]","[('18', 'Aerials Won', '16')]","[('3', 'Clearances', '42')]","[('2', 'Offsides', '3')]","[('6', 'Goal Kicks', '11')]","[('34', 'Throw Ins', '17')]","[('48', 'Long Balls', '64')]"
"https://fbref.com/en/matches/901c4f6a/Palmeiras-Chapecoense-April-29-2018-Serie-A"">Match Report","[('17', 'Fouls', '17')]","[('14', 'Corners', '1')]","[('32', 'Crosses', '11')]","[('778', 'Touches', '415')]","[('15', 'Tackles', '11')]","[('10', 'Interceptions', '21')]","[('19', 'Aerials Won', '21')]","[('11', 'Clearances', '42')]","[('2', 'Offsides', '2')]","[('5', 'Goal Kicks', '13')]","[('27', 'Throw Ins', '14')]","[('73', 'Long Balls', '52')]","[('17', 'Fouls', '17')]","[('14', 'Corners', '1')]","[('32', 'Crosses', '11')]","[('778', 'Touches', '415')]","[('15', 'Tackles', '11')]","[('10', 'Interceptions', '21')]","[('19', 'Aerials Won', '21')]","[('11', 'Clearances', '42')]","[('2', 'Offsides', '2')]","[('5', 'Goal Kicks', '13')]","[('27', 'Throw Ins', '14')]","[('73', 'Long Balls', '52')]"
"https://fbref.com/en/matches/9e0dd496/America-MG-Vitoria-April-30-2018-Serie-A"">Match Report","[('14', 'Fouls', '12')]","[('8', 'Corners', '7')]","[('25', 'Crosses', '31')]","[('521', 'Touches', '682')]","[('21', 'Tackles', '18')]","[('18', 'Interceptions', '10')]","[('16', 'Aerials Won', '19')]","[('32', 'Clearances', '25')]","[('0', 'Offsides', '3')]","[('11', 'Goal Kicks', '10')]","[('15', 'Throw Ins', '31')]","[('65', 'Long Balls', '60')]","[('14', 'Fouls', '12')]","[('8', 'Corners', '7')]","[('25', 'Crosses', '31')]","[('521', 'Touches', '682')]","[('21', 'Tackles', '18')]","[('18', 'Interceptions', '10')]","[('16', 'Aerials Won', '19')]","[('32', 'Clearances', '25')]","[('0', 'Offsides', '3')]","[('11', 'Goal Kicks', '10')]","[('15', 'Throw Ins', '31')]","[('65', 'Long Balls', '60')]"
"https://fbref.com/en/matches/2e16768b/Corinthians-Ceara-May-6-2018-Serie-A"">Match Report","[('12', 'Fouls', '20')]","[('12', 'Corners', '2')]","[('37', 'Crosses', '8')]","[('762', 'Touches', '535')]","[('4', 'Tackles', '16')]","[('8', 'Interceptions', '13')]","[('14', 'Aerials Won', '17')]","[('5', 'Clearances', '47')]","[('2', 'Offsides', '3')]","[('1', 'Goal Kicks', '12')]","[('24', 'Throw Ins', '13')]","[('38', 'Long Balls', '60')]","[('12', 'Fouls', '20')]","[('12', 'Corners', '2')]","[('37', 'Crosses', '8')]","[('762', 'Touches', '535')]","[('4', 'Tackles', '16')]","[('8', 'Interceptions', '13')]","[('14', 'Aerials Won', '17')]","[('5', 'Clearances', '47')]","[('2', 'Offsides', '3')]","[('1', 'Goal Kicks', '12')]","[('24', 'Throw Ins', '13')]","[('38', 'Long Balls', '60')]"
"https://fbref.com/en/matches/65aadbfa/Cruzeiro-Botafogo-RJ-May-6-2018-Serie-A"">Match Report","[('19', 'Fouls', '12')]","[('8', 'Corners', '6')]","[('26', 'Crosses', '18')]","[('624', 'Touches', '600')]","[('13', 'Tackles', '20')]","[('18', 'Interceptions', '18')]","[('14', 'Aerials Won', '12')]","[('13', 'Clearances', '23')]","[('5', 'Offsides', '1')]","[('8', 'Goal Kicks', '11')]","[('20', 'Throw Ins', '12')]","[('44', 'Long Balls', '55')]","[('19', 'Fouls', '12')]","[('8', 'Corners', '6')]","[('26', 'Crosses', '18')]","[('624', 'Touches', '600')]","[('13', 'Tackles', '20')]","[('18', 'Interceptions', '18')]","[('14', 'Aerials Won', '12')]","[('13', 'Clearances', '23')]","[('5', 'Offsides', '1')]","[('8', 'Goal Kicks', '11')]","[('20', 'Throw Ins', '12')]","[('44', 'Long Balls', '55')]"
"https://fbref.com/en/matches/ec8dd225/Gremio-Santos-May-6-2018-Serie-A"">Match Report","[('15', 'Fouls', '22')]","[('8', 'Corners', '1')]","[('19', 'Crosses', '13')]","[('833', 'Touches', '543')]","[('12', 'Tackles', '16')]","[('15', 'Interceptions', '17')]","[('11', 'Aerials Won', '9')]","[('11', 'Clearances', '15')]","[('0', 'Offsides', '1')]","[('3', 'Goal Kicks', '9')]","[('11', 'Throw Ins', '18')]","[('38', 'Long Balls', '32')]","[('15', 'Fouls', '22')]","[('8', 'Corners', '1')]","[('19', 'Crosses', '13')]","[('833', 'Touches', '543')]","[('12', 'Tackles', '16')]","[('15', 'Interceptions', '17')]","[('11', 'Aerials Won', '9')]","[('11', 'Clearances', '15')]","[('0', 'Offsides', '1')]","[('3', 'Goal Kicks', '9')]","[('11', 'Throw Ins', '18')]","[('38', 'Long Balls', '32')]"
"https://fbref.com/en/matches/290980b5/Cruzeiro-Sport-Recife-May-13-2018-Serie-A"">Match Report","[('18', 'Fouls', '16')]","[('7', 'Corners', '4')]","[('34', 'Crosses', '16')]","[('660', 'Touches', '581')]","[('13', 'Tackles', '13')]","[('11', 'Interceptions', '21')]","[('20', 'Aerials Won', '21')]","[('14', 'Clearances', '35')]","[('4', 'Offsides', '2')]","[('5', 'Goal Kicks', '12')]","[('12', 'Throw Ins', '12')]","[('49', 'Long Balls', '50')]","[('18', 'Fouls', '16')]","[('7', 'Corners', '4')]","[('34', 'Crosses', '16')]","[('660', 'Touches', '581')]","[('13', 'Tackles', '13')]","[('11', 'Interceptions', '21')]","[('20', 'Aerials Won', '21')]","[('14', 'Clearances', '35')]","[('4', 'Offsides', '2')]","[('5', 'Goal Kicks', '12')]","[('12', 'Throw Ins', '12')]","[('49', 'Long Balls', '50')]"
"https://fbref.com/en/matches/26b2b640/Atletico-Paranaense-Atletico-Mineiro-May-13-2018-Serie-A"">Match Report","[('15', 'Fouls', '16')]","[('6', 'Corners', '10')]","[('10', 'Crosses', '18')]","[('812', 'Touches', '559')]","[('14', 'Tackles', '20')]","[('15', 'Interceptions', '16')]","[('8', 'Aerials Won', '10')]","[('19', 'Clearances', '16')]","[('1', 'Offsides', '0')]","[('9', 'Goal Kicks', '5')]","[('21', 'Throw Ins', '19')]","[('54', 'Long Balls', '54')]","[('15', 'Fouls', '16')]","[('6', 'Corners', '10')]","[('10', 'Crosses', '18')]","[('812', 'Touches', '559')]","[('14', 'Tackles', '20')]","[('15', 'Interceptions', '16')]","[('8', 'Aerials Won', '10')]","[('19', 'Clearances', '16')]","[('1', 'Offsides', '0')]","[('9', 'Goal Kicks', '5')]","[('21', 'Throw Ins', '19')]","[('54', 'Long Balls', '54')]"
"https://fbref.com/en/matches/7c127021/Santos-Parana-May-13-2018-Serie-A"">Match Report","[('12', 'Fouls', '14')]","[('6', 'Corners', '5')]","[('22', 'Crosses', '14')]","[('744', 'Touches', '629')]","[('16', 'Tackles', '19')]","[('16', 'Interceptions', '16')]","[('6', 'Aerials Won', '7')]","[('18', 'Clearances', '23')]","[('4', 'Offsides', '0')]","[('10', 'Goal Kicks', '7')]","[('24', 'Throw Ins', '22')]","[('39', 'Long Balls', '38')]","[('12', 'Fouls', '14')]","[('6', 'Corners', '5')]","[('22', 'Crosses', '14')]","[('744', 'Touches', '629')]","[('16', 'Tackles', '19')]","[('16', 'Interceptions', '16')]","[('6', 'Aerials Won', '7')]","[('18', 'Clearances', '23')]","[('4', 'Offsides', '0')]","[('10', 'Goal Kicks', '7')]","[('24', 'Throw Ins', '22')]","[('39', 'Long Balls', '38')]"
"https://fbref.com/en/matches/e34e9bd3/Atletico-Mineiro-Cruzeiro-May-19-2018-Serie-A"">Match Report","[('13', 'Fouls', '15')]","[('3', 'Corners', '6')]","[('15', 'Crosses', '18')]","[('777', 'Touches', '457')]","[('14', 'Tackles', '15')]","[('16', 'Interceptions', '16')]","[('13', 'Aerials Won', '10')]","[('26', 'Clearances', '14')]","[('0', 'Offsides', '1')]","[('10', 'Goal Kicks', '13')]","[('20', 'Throw Ins', '25')]","[('55', 'Long Balls', '48')]","[('13', 'Fouls', '15')]","[('3', 'Corners', '6')]","[('15', 'Crosses', '18')]","[('777', 'Touches', '457')]","[('14', 'Tackles', '15')]","[('16', 'Interceptions', '16')]","[('13', 'Aerials Won', '10')]","[('26', 'Clearances', '14')]","[('0', 'Offsides', '1')]","[('10', 'Goal Kicks', '13')]","[('20', 'Throw Ins', '25')]","[('55', 'Long Balls', '48')]"
"https://fbref.com/en/matches/e6abc68f/Vitoria-Ceara-May-20-2018-Serie-A"">Match Report","[('11', 'Fouls', '17')]","[('7', 'Corners', '4')]","[('26', 'Crosses', '15')]","[('544', 'Touches', '697')]","[('15', 'Tackles', '18')]","[('23', 'Interceptions', '8')]","[('16', 'Aerials Won', '26')]","[('22', 'Clearances', '28')]","[('0', 'Offsides', '1')]","[('9', 'Goal Kicks', '10')]","[('16', 'Throw Ins', '20')]","[('48', 'Long Balls', '57')]","[('11', 'Fouls', '17')]","[('7', 'Corners', '4')]","[('26', 'Crosses', '15')]","[('544', 'Touches', '697')]","[('15', 'Tackles', '18')]","[('23', 'Interceptions', '8')]","[('16', 'Aerials Won', '26')]","[('22', 'Clearances', '28')]","[('0', 'Offsides', '1')]","[('9', 'Goal Kicks', '10')]","[('16', 'Throw Ins', '20')]","[('48', 'Long Balls', '57')]"
"https://fbref.com/en/matches/f0b02dc2/Sport-Recife-Corinthians-May-20-2018-Serie-A"">Match Report","[('18', 'Fouls', '17')]","[('3', 'Corners', '5')]","[('26', 'Crosses', '21')]","[('626', 'Touches', '743')]","[('18', 'Tackles', '17')]","[('11', 'Interceptions', '7')]","[('19', 'Aerials Won', '15')]","[('20', 'Clearances', '16')]","[('1', 'Offsides', '2')]","[('6', 'Goal Kicks', '10')]","[('22', 'Throw Ins', '21')]","[('42', 'Long Balls', '55')]","[('18', 'Fouls', '17')]","[('3', 'Corners', '5')]","[('26', 'Crosses', '21')]","[('626', 'Touches', '743')]","[('18', 'Tackles', '17')]","[('11', 'Interceptions', '7')]","[('19', 'Aerials Won', '15')]","[('20', 'Clearances', '16')]","[('1', 'Offsides', '2')]","[('6', 'Goal Kicks', '10')]","[('22', 'Throw Ins', '21')]","[('42', 'Long Balls', '55')]"
"https://fbref.com/en/matches/6b8b3409/Internacional-Chapecoense-May-21-2018-Serie-A"">Match Report","[('14', 'Fouls', '15')]","[('2', 'Corners', '2')]","[('20', 'Crosses', '18')]","[('646', 'Touches', '646')]","[('18', 'Tackles', '25')]","[('15', 'Interceptions', '11')]","[('24', 'Aerials Won', '20')]","[('15', 'Clearances', '18')]","[('2', 'Offsides', '0')]","[('8', 'Goal Kicks', '9')]","[('18', 'Throw Ins', '19')]","[('68', 'Long Balls', '52')]","[('14', 'Fouls', '15')]","[('2', 'Corners', '2')]","[('20', 'Crosses', '18')]","[('646', 'Touches', '646')]","[('18', 'Tackles', '25')]","[('15', 'Interceptions', '11')]","[('24', 'Aerials Won', '20')]","[('15', 'Clearances', '18')]","[('2', 'Offsides', '0')]","[('8', 'Goal Kicks', '9')]","[('18', 'Throw Ins', '19')]","[('68', 'Long Balls', '52')]"
"https://fbref.com/en/matches/f952258d/Atletico-Mineiro-Flamengo-May-26-2018-Serie-A"">Match Report","[('15', 'Fouls', '13')]","[('14', 'Corners', '1')]","[('41', 'Crosses', '5')]","[('815', 'Touches', '519')]","[('27', 'Tackles', '31')]","[('9', 'Interceptions', '19')]","[('11', 'Aerials Won', '11')]","[('1', 'Clearances', '53')]","[('1', 'Offsides', '4')]","[('4', 'Goal Kicks', '10')]","[('31', 'Throw Ins', '10')]","[('55', 'Long Balls', '50')]","[('15', 'Fouls', '13')]","[('14', 'Corners', '1')]","[('41', 'Crosses', '5')]","[('815', 'Touches', '519')]","[('27', 'Tackles', '31')]","[('9', 'Interceptions', '19')]","[('11', 'Aerials Won', '11')]","[('1', 'Clearances', '53')]","[('1', 'Offsides', '4')]","[('4', 'Goal Kicks', '10')]","[('31', 'Throw Ins', '10')]","[('55', 'Long Balls', '50')]"
"https://fbref.com/en/matches/0dd1adeb/Botafogo-RJ-Vitoria-May-27-2018-Serie-A"">Match Report","[('10', 'Fouls', '18')]","[('6', 'Corners', '1')]","[('30', 'Crosses', '14')]","[('687', 'Touches', '539')]","[('14', 'Tackles', '14')]","[('16', 'Interceptions', '17')]","[('25', 'Aerials Won', '17')]","[('22', 'Clearances', '25')]","[('6', 'Offsides', '2')]","[('6', 'Goal Kicks', '8')]","[('25', 'Throw Ins', '23')]","[('70', 'Long Balls', '64')]","[('10', 'Fouls', '18')]","[('6', 'Corners', '1')]","[('30', 'Crosses', '14')]","[('687', 'Touches', '539')]","[('14', 'Tackles', '14')]","[('16', 'Interceptions', '17')]","[('25', 'Aerials Won', '17')]","[('22', 'Clearances', '25')]","[('6', 'Offsides', '2')]","[('6', 'Goal Kicks', '8')]","[('25', 'Throw Ins', '23')]","[('70', 'Long Balls', '64')]"
"https://fbref.com/en/matches/ee68fa90/America-MG-Sao-Paulo-May-27-2018-Serie-A"">Match Report","[('22', 'Fouls', '19')]","[('9', 'Corners', '7')]","[('26', 'Crosses', '24')]","[('613', 'Touches', '534')]","[('5', 'Tackles', '16')]","[('6', 'Interceptions', '10')]","[('24', 'Aerials Won', '30')]","[('22', 'Clearances', '31')]","[('2', 'Offsides', '5')]","[('7', 'Goal Kicks', '9')]","[('24', 'Throw Ins', '24')]","[('54', 'Long Balls', '65')]","[('22', 'Fouls', '19')]","[('9', 'Corners', '7')]","[('26', 'Crosses', '24')]","[('613', 'Touches', '534')]","[('5', 'Tackles', '16')]","[('6', 'Interceptions', '10')]","[('24', 'Aerials Won', '30')]","[('22', 'Clearances', '31')]","[('2', 'Offsides', '5')]","[('7', 'Goal Kicks', '9')]","[('24', 'Throw Ins', '24')]","[('54', 'Long Balls', '65')]"
"https://fbref.com/en/matches/cae9916a/Vitoria-Internacional-May-30-2018-Serie-A"">Match Report","[('13', 'Fouls', '12')]","[('5', 'Corners', '4')]","[('12', 'Crosses', '23')]","[('215', 'Touches', '624')]","[('8', 'Tackles', '14')]","[('5', 'Interceptions', '13')]","[('10', 'Aerials Won', '26')]","[('10', 'Clearances', '21')]","[('1', 'Offsides', '2')]","[('0', 'Goal Kicks', '13')]","[('5', 'Throw Ins', '27')]","[('17', 'Long Balls', '61')]","[('13', 'Fouls', '12')]","[('5', 'Corners', '4')]","[('12', 'Crosses', '23')]","[('215', 'Touches', '624')]","[('8', 'Tackles', '14')]","[('5', 'Interceptions', '13')]","[('10', 'Aerials Won', '26')]","[('10', 'Clearances', '21')]","[('1', 'Offsides', '2')]","[('0', 'Goal Kicks', '13')]","[('5', 'Throw Ins', '27')]","[('17', 'Long Balls', '61')]"
"https://fbref.com/en/matches/62371b61/Chapecoense-Ceara-May-30-2018-Serie-A"">Match Report","[('17', 'Fouls', '13')]","[('9', 'Corners', '2')]","[('35', 'Crosses', '6')]","[('544', 'Touches', '603')]","[('16', 'Tackles', '14')]","[('10', 'Interceptions', '10')]","[('20', 'Aerials Won', '25')]","[('9', 'Clearances', '28')]","[('1', 'Offsides', '1')]","[('5', 'Goal Kicks', '16')]","[('27', 'Throw Ins', '25')]","[('52', 'Long Balls', '62')]","[('17', 'Fouls', '13')]","[('9', 'Corners', '2')]","[('35', 'Crosses', '6')]","[('544', 'Touches', '603')]","[('16', 'Tackles', '14')]","[('10', 'Interceptions', '10')]","[('20', 'Aerials Won', '25')]","[('9', 'Clearances', '28')]","[('1', 'Offsides', '1')]","[('5', 'Goal Kicks', '16')]","[('27', 'Throw Ins', '25')]","[('52', 'Long Balls', '62')]"
"https://fbref.com/en/matches/69593bac/Flamengo-Bahia-May-31-2018-Serie-A"">Match Report","[('10', 'Fouls', '7')]","[('4', 'Corners', '5')]","[('7', 'Crosses', '23')]","[('759', 'Touches', '666')]","[('27', 'Tackles', '18')]","[('10', 'Interceptions', '23')]","[('10', 'Aerials Won', '15')]","[('13', 'Clearances', '12')]","[('0', 'Offsides', '2')]","[('9', 'Goal Kicks', '9')]","[('18', 'Throw Ins', '23')]","[('50', 'Long Balls', '38')]","[('10', 'Fouls', '7')]","[('4', 'Corners', '5')]","[('7', 'Crosses', '23')]","[('759', 'Touches', '666')]","[('27', 'Tackles', '18')]","[('10', 'Interceptions', '23')]","[('10', 'Aerials Won', '15')]","[('13', 'Clearances', '12')]","[('0', 'Offsides', '2')]","[('9', 'Goal Kicks', '9')]","[('18', 'Throw Ins', '23')]","[('50', 'Long Balls', '38')]"
