match_report_link,HomeFouls,HomeCorners,HomeCrosses,HomeTouches,HomeTackles,HomeInterceptions,HomeAerials,HomeClearances,HomeOffsides,HomeGoalKicks,HomeThrowIns,HomeLongBalls,AwayFouls,AwayCorners,AwayCrosses,AwayTouches,AwayTackles,AwayInterceptions,AwayAerials,AwayClearances,AwayOffsides,AwayGoalKicks,AwayThrowIns,AwayLongBalls
"https://fbref.com/en/matches/57597954/Flamengo-Gremio-August-19-2020-Serie-A"">Match Report","[('17', 'Fouls', '20')]","[('1', 'Corners', '2')]","[('11', 'Crosses', '7')]","[('755', 'Touches', '531')]","[('12', 'Tackles', '15')]","[('18', 'Interceptions', '11')]","[('13', 'Aerials Won', '8')]","[('4', 'Clearances', '10')]","[('1', 'Offsides', '3')]","[('7', 'Goal Kicks', '8')]","[('20', 'Throw Ins', '14')]","[('49', 'Long Balls', '52')]","[('17', 'Fouls', '20')]","[('1', 'Corners', '2')]","[('11', 'Crosses', '7')]","[('755', 'Touches', '531')]","[('12', 'Tackles', '15')]","[('18', 'Interceptions', '11')]","[('13', 'Aerials Won', '8')]","[('4', 'Clearances', '10')]","[('1', 'Offsides', '3')]","[('7', 'Goal Kicks', '8')]","[('20', 'Throw Ins', '14')]","[('49', 'Long Balls', '52')]"
"https://fbref.com/en/matches/fff84a6d/Internacional-Atletico-Goianiense-August-19-2020-Serie-A"">Match Report","[('19', 'Fouls', '17')]","[('4', 'Corners', '3')]","[('20', 'Crosses', '15')]","[('609', 'Touches', '484')]","[('8', 'Tackles', '14')]","[('11', 'Interceptions', '18')]","[('12', 'Aerials Won', '17')]","[('10', 'Clearances', '12')]","[('1', 'Offsides', '2')]","[('8', 'Goal Kicks', '8')]","[('24', 'Throw Ins', '21')]","[('70', 'Long Balls', '46')]","[('19', 'Fouls', '17')]","[('4', 'Corners', '3')]","[('20', 'Crosses', '15')]","[('609', 'Touches', '484')]","[('8', 'Tackles', '14')]","[('11', 'Interceptions', '18')]","[('12', 'Aerials Won', '17')]","[('10', 'Clearances', '12')]","[('1', 'Offsides', '2')]","[('8', 'Goal Kicks', '8')]","[('24', 'Throw Ins', '21')]","[('70', 'Long Balls', '46')]"
"https://fbref.com/en/matches/dd1656fd/Botafogo-RJ-Atletico-Mineiro-August-19-2020-Serie-A"">Match Report","[('9', 'Fouls', '10')]","[('7', 'Corners', '16')]","[('16', 'Crosses', '33')]","[('411', 'Touches', '817')]","[('12', 'Tackles', '18')]","[('16', 'Interceptions', '9')]","[('21', 'Aerials Won', '18')]","[('36', 'Clearances', '14')]","[('1', 'Offsides', '2')]","[('19', 'Goal Kicks', '5')]","[('8', 'Throw Ins', '22')]","[('75', 'Long Balls', '31')]","[('9', 'Fouls', '10')]","[('7', 'Corners', '16')]","[('16', 'Crosses', '33')]","[('411', 'Touches', '817')]","[('12', 'Tackles', '18')]","[('16', 'Interceptions', '9')]","[('21', 'Aerials Won', '18')]","[('36', 'Clearances', '14')]","[('1', 'Offsides', '2')]","[('19', 'Goal Kicks', '5')]","[('8', 'Throw Ins', '22')]","[('75', 'Long Balls', '31')]"
"https://fbref.com/en/matches/000a7a7e/Sao-Paulo-Bahia-August-20-2020-Serie-A"">Match Report","[('14', 'Fouls', '16')]","[('5', 'Corners', '6')]","[('37', 'Crosses', '8')]","[('816', 'Touches', '451')]","[('13', 'Tackles', '12')]","[('5', 'Interceptions', '8')]","[('19', 'Aerials Won', '19')]","[('8', 'Clearances', '21')]","[('4', 'Offsides', '1')]","[('8', 'Goal Kicks', '17')]","[('24', 'Throw Ins', '16')]","[('34', 'Long Balls', '64')]","[('14', 'Fouls', '16')]","[('5', 'Corners', '6')]","[('37', 'Crosses', '8')]","[('816', 'Touches', '451')]","[('13', 'Tackles', '12')]","[('5', 'Interceptions', '8')]","[('19', 'Aerials Won', '19')]","[('8', 'Clearances', '21')]","[('4', 'Offsides', '1')]","[('8', 'Goal Kicks', '17')]","[('24', 'Throw Ins', '16')]","[('34', 'Long Balls', '64')]"
"https://fbref.com/en/matches/204ef735/Goias-Atletico-Goianiense-August-22-2020-Serie-A"">Match Report","[('26', 'Fouls', '19')]","[('3', 'Corners', '11')]","[('13', 'Crosses', '30')]","[('493', 'Touches', '736')]","[('25', 'Tackles', '13')]","[('24', 'Interceptions', '8')]","[('20', 'Aerials Won', '24')]","[('30', 'Clearances', '11')]","[('5', 'Offsides', '2')]","[('13', 'Goal Kicks', '6')]","[('20', 'Throw Ins', '29')]","[('75', 'Long Balls', '56')]","[('26', 'Fouls', '19')]","[('3', 'Corners', '11')]","[('13', 'Crosses', '30')]","[('493', 'Touches', '736')]","[('25', 'Tackles', '13')]","[('24', 'Interceptions', '8')]","[('20', 'Aerials Won', '24')]","[('30', 'Clearances', '11')]","[('5', 'Offsides', '2')]","[('13', 'Goal Kicks', '6')]","[('20', 'Throw Ins', '29')]","[('75', 'Long Balls', '56')]"
"https://fbref.com/en/matches/191a9315/Vasco-da-Gama-Gremio-August-23-2020-Serie-A"">Match Report","[('23', 'Fouls', '17')]","[('6', 'Corners', '4')]","[('12', 'Crosses', '13')]","[('610', 'Touches', '670')]","[('19', 'Tackles', '25')]","[('16', 'Interceptions', '10')]","[('16', 'Aerials Won', '13')]","[('9', 'Clearances', '10')]","[('1', 'Offsides', '0')]","[('6', 'Goal Kicks', '6')]","[('20', 'Throw Ins', '19')]","[('50', 'Long Balls', '44')]","[('23', 'Fouls', '17')]","[('6', 'Corners', '4')]","[('12', 'Crosses', '13')]","[('610', 'Touches', '670')]","[('19', 'Tackles', '25')]","[('16', 'Interceptions', '10')]","[('16', 'Aerials Won', '13')]","[('9', 'Clearances', '10')]","[('1', 'Offsides', '0')]","[('6', 'Goal Kicks', '6')]","[('20', 'Throw Ins', '19')]","[('50', 'Long Balls', '44')]"
"https://fbref.com/en/matches/8e989907/Ceara-Bahia-August-23-2020-Serie-A"">Match Report","[('21', 'Fouls', '7')]","[('6', 'Corners', '11')]","[('15', 'Crosses', '32')]","[('530', 'Touches', '751')]","[('20', 'Tackles', '12')]","[('12', 'Interceptions', '8')]","[('21', 'Aerials Won', '21')]","[('28', 'Clearances', '9')]","[('1', 'Offsides', '1')]","[('7', 'Goal Kicks', '7')]","[('21', 'Throw Ins', '24')]","[('53', 'Long Balls', '50')]","[('21', 'Fouls', '7')]","[('6', 'Corners', '11')]","[('15', 'Crosses', '32')]","[('530', 'Touches', '751')]","[('20', 'Tackles', '12')]","[('12', 'Interceptions', '8')]","[('21', 'Aerials Won', '21')]","[('28', 'Clearances', '9')]","[('1', 'Offsides', '1')]","[('7', 'Goal Kicks', '7')]","[('21', 'Throw Ins', '24')]","[('53', 'Long Balls', '50')]"
"https://fbref.com/en/matches/e81dc3c6/Botafogo-RJ-Internacional-August-29-2020-Serie-A"">Match Report","[('14', 'Fouls', '24')]","[('5', 'Corners', '3')]","[('16', 'Crosses', '4')]","[('615', 'Touches', '651')]","[('9', 'Tackles', '12')]","[('9', 'Interceptions', '10')]","[('6', 'Aerials Won', '13')]","[('5', 'Clearances', '26')]","[('2', 'Offsides', '2')]","[('5', 'Goal Kicks', '5')]","[('14', 'Throw Ins', '12')]","[('53', 'Long Balls', '70')]","[('14', 'Fouls', '24')]","[('5', 'Corners', '3')]","[('16', 'Crosses', '4')]","[('615', 'Touches', '651')]","[('9', 'Tackles', '12')]","[('9', 'Interceptions', '10')]","[('6', 'Aerials Won', '13')]","[('5', 'Clearances', '26')]","[('2', 'Offsides', '2')]","[('5', 'Goal Kicks', '5')]","[('14', 'Throw Ins', '12')]","[('53', 'Long Balls', '70')]"
"https://fbref.com/en/matches/6c1d2632/Fortaleza-Bragantino-August-29-2020-Serie-A"">Match Report","[('22', 'Fouls', '10')]","[('3', 'Corners', '4')]","[('16', 'Crosses', '15')]","[('725', 'Touches', '545')]","[('12', 'Tackles', '16')]","[('9', 'Interceptions', '7')]","[('13', 'Aerials Won', '7')]","[('14', 'Clearances', '15')]","[('0', 'Offsides', '1')]","[('8', 'Goal Kicks', '7')]","[('28', 'Throw Ins', '13')]","[('90', 'Long Balls', '39')]","[('22', 'Fouls', '10')]","[('3', 'Corners', '4')]","[('16', 'Crosses', '15')]","[('725', 'Touches', '545')]","[('12', 'Tackles', '16')]","[('9', 'Interceptions', '7')]","[('13', 'Aerials Won', '7')]","[('14', 'Clearances', '15')]","[('0', 'Offsides', '1')]","[('8', 'Goal Kicks', '7')]","[('28', 'Throw Ins', '13')]","[('90', 'Long Balls', '39')]"
"https://fbref.com/en/matches/10885b14/Coritiba-Sport-Recife-August-30-2020-Serie-A"">Match Report","[('14', 'Fouls', '19')]","[('5', 'Corners', '2')]","[('16', 'Crosses', '24')]","[('731', 'Touches', '555')]","[('20', 'Tackles', '20')]","[('7', 'Interceptions', '16')]","[('20', 'Aerials Won', '10')]","[('18', 'Clearances', '12')]","[('0', 'Offsides', '1')]","[('12', 'Goal Kicks', '5')]","[('17', 'Throw Ins', '24')]","[('68', 'Long Balls', '61')]","[('14', 'Fouls', '19')]","[('5', 'Corners', '2')]","[('16', 'Crosses', '24')]","[('731', 'Touches', '555')]","[('20', 'Tackles', '20')]","[('7', 'Interceptions', '16')]","[('20', 'Aerials Won', '10')]","[('18', 'Clearances', '12')]","[('0', 'Offsides', '1')]","[('12', 'Goal Kicks', '5')]","[('17', 'Throw Ins', '24')]","[('68', 'Long Balls', '61')]"
"https://fbref.com/en/matches/b590bed3/Goias-Corinthians-September-2-2020-Serie-A"">Match Report","[('16', 'Fouls', '12')]","[('3', 'Corners', '6')]","[('15', 'Crosses', '29')]","[('632', 'Touches', '697')]","[('18', 'Tackles', '15')]","[('14', 'Interceptions', '8')]","[('9', 'Aerials Won', '13')]","[('22', 'Clearances', '18')]","[('1', 'Offsides', '0')]","[('9', 'Goal Kicks', '6')]","[('22', 'Throw Ins', '21')]","[('66', 'Long Balls', '55')]","[('16', 'Fouls', '12')]","[('3', 'Corners', '6')]","[('15', 'Crosses', '29')]","[('632', 'Touches', '697')]","[('18', 'Tackles', '15')]","[('14', 'Interceptions', '8')]","[('9', 'Aerials Won', '13')]","[('22', 'Clearances', '18')]","[('1', 'Offsides', '0')]","[('9', 'Goal Kicks', '6')]","[('22', 'Throw Ins', '21')]","[('66', 'Long Balls', '55')]"
"https://fbref.com/en/matches/02951d5e/Bahia-Flamengo-September-2-2020-Serie-A"">Match Report","[('8', 'Fouls', '17')]","[('5', 'Corners', '6')]","[('16', 'Crosses', '11')]","[('642', 'Touches', '824')]","[('19', 'Tackles', '17')]","[('15', 'Interceptions', '14')]","[('10', 'Aerials Won', '19')]","[('12', 'Clearances', '12')]","[('2', 'Offsides', '2')]","[('13', 'Goal Kicks', '7')]","[('13', 'Throw Ins', '21')]","[('55', 'Long Balls', '45')]","[('8', 'Fouls', '17')]","[('5', 'Corners', '6')]","[('16', 'Crosses', '11')]","[('642', 'Touches', '824')]","[('19', 'Tackles', '17')]","[('15', 'Interceptions', '14')]","[('10', 'Aerials Won', '19')]","[('12', 'Clearances', '12')]","[('2', 'Offsides', '2')]","[('13', 'Goal Kicks', '7')]","[('13', 'Throw Ins', '21')]","[('55', 'Long Balls', '45')]"
"https://fbref.com/en/matches/b3da9298/Palmeiras-Internacional-September-2-2020-Serie-A"">Match Report","[('21', 'Fouls', '23')]","[('5', 'Corners', '4')]","[('19', 'Crosses', '12')]","[('553', 'Touches', '542')]","[('14', 'Tackles', '14')]","[('19', 'Interceptions', '7')]","[('22', 'Aerials Won', '11')]","[('7', 'Clearances', '12')]","[('1', 'Offsides', '0')]","[('6', 'Goal Kicks', '6')]","[('15', 'Throw Ins', '18')]","[('71', 'Long Balls', '71')]","[('21', 'Fouls', '23')]","[('5', 'Corners', '4')]","[('19', 'Crosses', '12')]","[('553', 'Touches', '542')]","[('14', 'Tackles', '14')]","[('19', 'Interceptions', '7')]","[('22', 'Aerials Won', '11')]","[('7', 'Clearances', '12')]","[('1', 'Offsides', '0')]","[('6', 'Goal Kicks', '6')]","[('15', 'Throw Ins', '18')]","[('71', 'Long Balls', '71')]"
"https://fbref.com/en/matches/e0f65699/Flamengo-Fortaleza-September-5-2020-Serie-A"">Match Report","[('12', 'Fouls', '21')]","[('11', 'Corners', '3')]","[('33', 'Crosses', '7')]","[('679', 'Touches', '494')]","[('13', 'Tackles', '19')]","[('8', 'Interceptions', '18')]","[('17', 'Aerials Won', '14')]","[('5', 'Clearances', '27')]","[('3', 'Offsides', '4')]","[('1', 'Goal Kicks', '12')]","[('14', 'Throw Ins', '9')]","[('27', 'Long Balls', '60')]","[('12', 'Fouls', '21')]","[('11', 'Corners', '3')]","[('33', 'Crosses', '7')]","[('679', 'Touches', '494')]","[('13', 'Tackles', '19')]","[('8', 'Interceptions', '18')]","[('17', 'Aerials Won', '14')]","[('5', 'Clearances', '27')]","[('3', 'Offsides', '4')]","[('1', 'Goal Kicks', '12')]","[('14', 'Throw Ins', '9')]","[('27', 'Long Balls', '60')]"
"https://fbref.com/en/matches/d2407b0f/Bragantino-Palmeiras-September-6-2020-Serie-A"">Match Report","[('23', 'Fouls', '12')]","[('5', 'Corners', '3')]","[('16', 'Crosses', '21')]","[('547', 'Touches', '793')]","[('17', 'Tackles', '19')]","[('13', 'Interceptions', '11')]","[('4', 'Aerials Won', '14')]","[('16', 'Clearances', '19')]","[('1', 'Offsides', '2')]","[('7', 'Goal Kicks', '10')]","[('16', 'Throw Ins', '18')]","[('45', 'Long Balls', '53')]","[('23', 'Fouls', '12')]","[('5', 'Corners', '3')]","[('16', 'Crosses', '21')]","[('547', 'Touches', '793')]","[('17', 'Tackles', '19')]","[('13', 'Interceptions', '11')]","[('4', 'Aerials Won', '14')]","[('16', 'Clearances', '19')]","[('1', 'Offsides', '2')]","[('7', 'Goal Kicks', '10')]","[('16', 'Throw Ins', '18')]","[('45', 'Long Balls', '53')]"
"https://fbref.com/en/matches/483f1725/Vasco-da-Gama-Atletico-Paranaense-September-6-2020-Serie-A"">Match Report","[('7', 'Fouls', '16')]","[('3', 'Corners', '2')]","[('8', 'Crosses', '21')]","[('473', 'Touches', '769')]","[('14', 'Tackles', '21')]","[('10', 'Interceptions', '11')]","[('9', 'Aerials Won', '10')]","[('20', 'Clearances', '3')]","[('2', 'Offsides', '1')]","[('4', 'Goal Kicks', '8')]","[('19', 'Throw Ins', '21')]","[('54', 'Long Balls', '48')]","[('7', 'Fouls', '16')]","[('3', 'Corners', '2')]","[('8', 'Crosses', '21')]","[('473', 'Touches', '769')]","[('14', 'Tackles', '21')]","[('10', 'Interceptions', '11')]","[('9', 'Aerials Won', '10')]","[('20', 'Clearances', '3')]","[('2', 'Offsides', '1')]","[('4', 'Goal Kicks', '8')]","[('19', 'Throw Ins', '21')]","[('54', 'Long Balls', '48')]"
"https://fbref.com/en/matches/2e3a35a4/Sport-Recife-Goias-September-6-2020-Serie-A"">Match Report","[('18', 'Fouls', '17')]","[('9', 'Corners', '4')]","[('29', 'Crosses', '12')]","[('667', 'Touches', '654')]","[('16', 'Tackles', '18')]","[('5', 'Interceptions', '8')]","[('15', 'Aerials Won', '20')]","[('17', 'Clearances', '26')]","[('1', 'Offsides', '0')]","[('7', 'Goal Kicks', '7')]","[('17', 'Throw Ins', '17')]","[('58', 'Long Balls', '66')]","[('18', 'Fouls', '17')]","[('9', 'Corners', '4')]","[('29', 'Crosses', '12')]","[('667', 'Touches', '654')]","[('16', 'Tackles', '18')]","[('5', 'Interceptions', '8')]","[('15', 'Aerials Won', '20')]","[('17', 'Clearances', '26')]","[('1', 'Offsides', '0')]","[('7', 'Goal Kicks', '7')]","[('17', 'Throw Ins', '17')]","[('58', 'Long Balls', '66')]"
"https://fbref.com/en/matches/7207c890/Fortaleza-Sport-Recife-September-9-2020-Serie-A"">Match Report","[('27', 'Fouls', '14')]","[('6', 'Corners', '1')]","[('23', 'Crosses', '9')]","[('552', 'Touches', '490')]","[('5', 'Tackles', '15')]","[('7', 'Interceptions', '4')]","[('20', 'Aerials Won', '15')]","[('11', 'Clearances', '25')]","[('0', 'Offsides', '2')]","[('5', 'Goal Kicks', '11')]","[('14', 'Throw Ins', '13')]","[('56', 'Long Balls', '53')]","[('27', 'Fouls', '14')]","[('6', 'Corners', '1')]","[('23', 'Crosses', '9')]","[('552', 'Touches', '490')]","[('5', 'Tackles', '15')]","[('7', 'Interceptions', '4')]","[('20', 'Aerials Won', '15')]","[('11', 'Clearances', '25')]","[('0', 'Offsides', '2')]","[('5', 'Goal Kicks', '11')]","[('14', 'Throw Ins', '13')]","[('56', 'Long Balls', '53')]"
"https://fbref.com/en/matches/de851cc3/Fluminense-Flamengo-September-9-2020-Serie-A"">Match Report","[('15', 'Fouls', '16')]","[('7', 'Corners', '6')]","[('24', 'Crosses', '17')]","[('645', 'Touches', '701')]","[('16', 'Tackles', '18')]","[('8', 'Interceptions', '11')]","[('10', 'Aerials Won', '10')]","[('11', 'Clearances', '21')]","[('1', 'Offsides', '2')]","[('7', 'Goal Kicks', '6')]","[('15', 'Throw Ins', '13')]","[('50', 'Long Balls', '56')]","[('15', 'Fouls', '16')]","[('7', 'Corners', '6')]","[('24', 'Crosses', '17')]","[('645', 'Touches', '701')]","[('16', 'Tackles', '18')]","[('8', 'Interceptions', '11')]","[('10', 'Aerials Won', '10')]","[('11', 'Clearances', '21')]","[('1', 'Offsides', '2')]","[('7', 'Goal Kicks', '6')]","[('15', 'Throw Ins', '13')]","[('50', 'Long Balls', '56')]"
"https://fbref.com/en/matches/315d1481/Bahia-Gremio-September-10-2020-Serie-A"">Match Report","[('12', 'Fouls', '9')]","[('8', 'Corners', '4')]","[('24', 'Crosses', '13')]","[('633', 'Touches', '634')]","[('9', 'Tackles', '10')]","[('11', 'Interceptions', '5')]","[('7', 'Aerials Won', '11')]","[('13', 'Clearances', '21')]","[('1', 'Offsides', '2')]","[('11', 'Goal Kicks', '9')]","[('14', 'Throw Ins', '15')]","[('32', 'Long Balls', '48')]","[('12', 'Fouls', '9')]","[('8', 'Corners', '4')]","[('24', 'Crosses', '13')]","[('633', 'Touches', '634')]","[('9', 'Tackles', '10')]","[('11', 'Interceptions', '5')]","[('7', 'Aerials Won', '11')]","[('13', 'Clearances', '21')]","[('1', 'Offsides', '2')]","[('11', 'Goal Kicks', '9')]","[('14', 'Throw Ins', '15')]","[('32', 'Long Balls', '48')]"
"https://fbref.com/en/matches/4603d7e9/Santos-Sao-Paulo-September-12-2020-Serie-A"">Match Report","[('18', 'Fouls', '20')]","[('5', 'Corners', '2')]","[('19', 'Crosses', '14')]","[('577', 'Touches', '507')]","[('18', 'Tackles', '13')]","[('8', 'Interceptions', '14')]","[('13', 'Aerials Won', '13')]","[('10', 'Clearances', '20')]","[('1', 'Offsides', '3')]","[('5', 'Goal Kicks', '9')]","[('18', 'Throw Ins', '18')]","[('66', 'Long Balls', '58')]","[('18', 'Fouls', '20')]","[('5', 'Corners', '2')]","[('19', 'Crosses', '14')]","[('577', 'Touches', '507')]","[('18', 'Tackles', '13')]","[('8', 'Interceptions', '14')]","[('13', 'Aerials Won', '13')]","[('10', 'Clearances', '20')]","[('1', 'Offsides', '3')]","[('5', 'Goal Kicks', '9')]","[('18', 'Throw Ins', '18')]","[('66', 'Long Balls', '58')]"
"https://fbref.com/en/matches/56007e60/Goias-Internacional-September-13-2020-Serie-A"">Match Report","[('10', 'Fouls', '14')]","[('0', 'Corners', '12')]","[('2', 'Crosses', '55')]","[('333', 'Touches', '730')]","[('7', 'Tackles', '10')]","[('4', 'Interceptions', '4')]","[('25', 'Aerials Won', '10')]","[('53', 'Clearances', '2')]","[('1', 'Offsides', '5')]","[('12', 'Goal Kicks', '4')]","[('9', 'Throw Ins', '20')]","[('56', 'Long Balls', '42')]","[('10', 'Fouls', '14')]","[('0', 'Corners', '12')]","[('2', 'Crosses', '55')]","[('333', 'Touches', '730')]","[('7', 'Tackles', '10')]","[('4', 'Interceptions', '4')]","[('25', 'Aerials Won', '10')]","[('53', 'Clearances', '2')]","[('1', 'Offsides', '5')]","[('12', 'Goal Kicks', '4')]","[('9', 'Throw Ins', '20')]","[('56', 'Long Balls', '42')]"
"https://fbref.com/en/matches/b77fe5de/Bahia-Atletico-Goianiense-September-13-2020-Serie-A"">Match Report","[('16', 'Fouls', '20')]","[('5', 'Corners', '5')]","[('13', 'Crosses', '18')]","[('614', 'Touches', '557')]","[('15', 'Tackles', '8')]","[('11', 'Interceptions', '9')]","[('15', 'Aerials Won', '12')]","[('16', 'Clearances', '14')]","[('5', 'Offsides', '1')]","[('10', 'Goal Kicks', '5')]","[('25', 'Throw Ins', '24')]","[('45', 'Long Balls', '44')]","[('16', 'Fouls', '20')]","[('5', 'Corners', '5')]","[('13', 'Crosses', '18')]","[('614', 'Touches', '557')]","[('15', 'Tackles', '8')]","[('11', 'Interceptions', '9')]","[('15', 'Aerials Won', '12')]","[('16', 'Clearances', '14')]","[('5', 'Offsides', '1')]","[('10', 'Goal Kicks', '5')]","[('25', 'Throw Ins', '24')]","[('45', 'Long Balls', '44')]"
"https://fbref.com/en/matches/20cbf356/Corinthians-Bahia-September-16-2020-Serie-A"">Match Report","[('15', 'Fouls', '13')]","[('4', 'Corners', '11')]","[('11', 'Crosses', '44')]","[('451', 'Touches', '751')]","[('17', 'Tackles', '10')]","[('9', 'Interceptions', '7')]","[('12', 'Aerials Won', '23')]","[('32', 'Clearances', '8')]","[('1', 'Offsides', '5')]","[('14', 'Goal Kicks', '3')]","[('21', 'Throw Ins', '33')]","[('66', 'Long Balls', '39')]","[('15', 'Fouls', '13')]","[('4', 'Corners', '11')]","[('11', 'Crosses', '44')]","[('451', 'Touches', '751')]","[('17', 'Tackles', '10')]","[('9', 'Interceptions', '7')]","[('12', 'Aerials Won', '23')]","[('32', 'Clearances', '8')]","[('1', 'Offsides', '5')]","[('14', 'Goal Kicks', '3')]","[('21', 'Throw Ins', '33')]","[('66', 'Long Balls', '39')]"
"https://fbref.com/en/matches/ee9c0e0f/Atletico-Goianiense-Atletico-Mineiro-September-19-2020-Serie-A"">Match Report","[('16', 'Fouls', '14')]","[('6', 'Corners', '4')]","[('20', 'Crosses', '20')]","[('529', 'Touches', '650')]","[('13', 'Tackles', '9')]","[('17', 'Interceptions', '9')]","[('15', 'Aerials Won', '9')]","[('20', 'Clearances', '9')]","[('1', 'Offsides', '4')]","[('7', 'Goal Kicks', '9')]","[('13', 'Throw Ins', '20')]","[('74', 'Long Balls', '53')]","[('16', 'Fouls', '14')]","[('6', 'Corners', '4')]","[('20', 'Crosses', '20')]","[('529', 'Touches', '650')]","[('13', 'Tackles', '9')]","[('17', 'Interceptions', '9')]","[('15', 'Aerials Won', '9')]","[('20', 'Clearances', '9')]","[('1', 'Offsides', '4')]","[('7', 'Goal Kicks', '9')]","[('13', 'Throw Ins', '20')]","[('74', 'Long Balls', '53')]"
"https://fbref.com/en/matches/85f22a9e/Botafogo-RJ-Santos-September-20-2020-Serie-A"">Match Report","[('15', 'Fouls', '13')]","[('8', 'Corners', '10')]","[('25', 'Crosses', '26')]","[('504', 'Touches', '608')]","[('7', 'Tackles', '16')]","[('14', 'Interceptions', '18')]","[('13', 'Aerials Won', '12')]","[('23', 'Clearances', '17')]","[('0', 'Offsides', '1')]","[('12', 'Goal Kicks', '11')]","[('20', 'Throw Ins', '20')]","[('62', 'Long Balls', '42')]","[('15', 'Fouls', '13')]","[('8', 'Corners', '10')]","[('25', 'Crosses', '26')]","[('504', 'Touches', '608')]","[('7', 'Tackles', '16')]","[('14', 'Interceptions', '18')]","[('13', 'Aerials Won', '12')]","[('23', 'Clearances', '17')]","[('0', 'Offsides', '1')]","[('12', 'Goal Kicks', '11')]","[('20', 'Throw Ins', '20')]","[('62', 'Long Balls', '42')]"
"https://fbref.com/en/matches/43a29213/Atletico-Paranaense-Bahia-September-26-2020-Serie-A"">Match Report","[('20', 'Fouls', '11')]","[('1', 'Corners', '6')]","[('11', 'Crosses', '21')]","[('675', 'Touches', '581')]","[('14', 'Tackles', '8')]","[('14', 'Interceptions', '15')]","[('15', 'Aerials Won', '10')]","[('16', 'Clearances', '5')]","[('2', 'Offsides', '4')]","[('3', 'Goal Kicks', '9')]","[('16', 'Throw Ins', '25')]","[('67', 'Long Balls', '58')]","[('20', 'Fouls', '11')]","[('1', 'Corners', '6')]","[('11', 'Crosses', '21')]","[('675', 'Touches', '581')]","[('14', 'Tackles', '8')]","[('14', 'Interceptions', '15')]","[('15', 'Aerials Won', '10')]","[('16', 'Clearances', '5')]","[('2', 'Offsides', '4')]","[('3', 'Goal Kicks', '9')]","[('16', 'Throw Ins', '25')]","[('67', 'Long Balls', '58')]"
"https://fbref.com/en/matches/28711b7d/Vasco-da-Gama-Bragantino-September-27-2020-Serie-A"">Match Report","[('9', 'Fouls', '16')]","[('2', 'Corners', '5')]","[('14', 'Crosses', '22')]","[('703', 'Touches', '530')]","[('18', 'Tackles', '24')]","[('12', 'Interceptions', '10')]","[('11', 'Aerials Won', '8')]","[('14', 'Clearances', '13')]","[('4', 'Offsides', '1')]","[('12', 'Goal Kicks', '5')]","[('21', 'Throw Ins', '16')]","[('42', 'Long Balls', '44')]","[('9', 'Fouls', '16')]","[('2', 'Corners', '5')]","[('14', 'Crosses', '22')]","[('703', 'Touches', '530')]","[('18', 'Tackles', '24')]","[('12', 'Interceptions', '10')]","[('11', 'Aerials Won', '8')]","[('14', 'Clearances', '13')]","[('4', 'Offsides', '1')]","[('12', 'Goal Kicks', '5')]","[('21', 'Throw Ins', '16')]","[('42', 'Long Balls', '44')]"
"https://fbref.com/en/matches/44f44f56/Ceara-Goias-September-27-2020-Serie-A"">Match Report","[('14', 'Fouls', '14')]","[('11', 'Corners', '7')]","[('34', 'Crosses', '16')]","[('600', 'Touches', '447')]","[('10', 'Tackles', '8')]","[('13', 'Interceptions', '14')]","[('23', 'Aerials Won', '21')]","[('17', 'Clearances', '24')]","[('8', 'Offsides', '3')]","[('3', 'Goal Kicks', '11')]","[('29', 'Throw Ins', '16')]","[('59', 'Long Balls', '57')]","[('14', 'Fouls', '14')]","[('11', 'Corners', '7')]","[('34', 'Crosses', '16')]","[('600', 'Touches', '447')]","[('10', 'Tackles', '8')]","[('13', 'Interceptions', '14')]","[('23', 'Aerials Won', '21')]","[('17', 'Clearances', '24')]","[('8', 'Offsides', '3')]","[('3', 'Goal Kicks', '11')]","[('29', 'Throw Ins', '16')]","[('59', 'Long Balls', '57')]"
"https://fbref.com/en/matches/10d42d8d/Corinthians-Atletico-Goianiense-September-30-2020-Serie-A"">Match Report","[('18', 'Fouls', '12')]","[('4', 'Corners', '7')]","[('21', 'Crosses', '26')]","[('641', 'Touches', '576')]","[('11', 'Tackles', '13')]","[('10', 'Interceptions', '12')]","[('14', 'Aerials Won', '16')]","[('21', 'Clearances', '17')]","[('4', 'Offsides', '2')]","[('10', 'Goal Kicks', '9')]","[('23', 'Throw Ins', '19')]","[('53', 'Long Balls', '60')]","[('18', 'Fouls', '12')]","[('4', 'Corners', '7')]","[('21', 'Crosses', '26')]","[('641', 'Touches', '576')]","[('11', 'Tackles', '13')]","[('10', 'Interceptions', '12')]","[('14', 'Aerials Won', '16')]","[('21', 'Clearances', '17')]","[('4', 'Offsides', '2')]","[('10', 'Goal Kicks', '9')]","[('23', 'Throw Ins', '19')]","[('53', 'Long Balls', '60')]"
